 title= "nonlinear solution"
 variables= "x", "t", "u" 
 zone F=point, I=          41 J=          25
  0.40000000D+01    0.12000000D+01    0.50000000D+01
  0.50000000D+01    0.12000000D+01    0.50000000D+01
  0.60000000D+01    0.12000000D+01    0.50000000D+01
  0.70000000D+01    0.12000000D+01    0.50000000D+01
  0.80000000D+01    0.12000000D+01    0.50000000D+01
  0.90000000D+01    0.12000000D+01    0.49999994D+01
  0.10000000D+02    0.12000000D+01    0.49999994D+01
  0.11000000D+02    0.12000000D+01    0.49999775D+01
  0.12000000D+02    0.12000000D+01    0.49999775D+01
  0.13000000D+02    0.12000000D+01    0.49995867D+01
  0.14000000D+02    0.12000000D+01    0.49995867D+01
  0.15000000D+02    0.12000000D+01    0.49952528D+01
  0.16000000D+02    0.12000000D+01    0.49952528D+01
  0.17000000D+02    0.12000000D+01    0.49617934D+01
  0.18000000D+02    0.12000000D+01    0.49617934D+01
  0.19000000D+02    0.12000000D+01    0.47742248D+01
  0.20000000D+02    0.12000000D+01    0.47742248D+01
  0.21000000D+02    0.12000000D+01    0.40547154D+01
  0.22000000D+02    0.12000000D+01    0.40547154D+01
  0.23000000D+02    0.12000000D+01    0.25055928D+01
  0.24000000D+02    0.12000000D+01    0.25055928D+01
  0.25000000D+02    0.12000000D+01    0.95376788D+00
  0.26000000D+02    0.12000000D+01    0.95376788D+00
  0.27000000D+02    0.12000000D+01    0.22163022D+00
  0.28000000D+02    0.12000000D+01    0.22163022D+00
  0.29000000D+02    0.12000000D+01    0.31333144D-01
  0.30000000D+02    0.12000000D+01    0.31333144D-01
  0.31000000D+02    0.12000000D+01    0.21259598D-02
  0.32000000D+02    0.12000000D+01    0.21259598D-02
  0.33000000D+02    0.12000000D+01    0.00000000D+00
  0.34000000D+02    0.12000000D+01    0.00000000D+00
  0.35000000D+02    0.12000000D+01    0.00000000D+00
  0.36000000D+02    0.12000000D+01    0.00000000D+00
  0.37000000D+02    0.12000000D+01    0.00000000D+00
  0.38000000D+02    0.12000000D+01    0.00000000D+00
  0.39000000D+02    0.12000000D+01    0.00000000D+00
  0.40000000D+02    0.12000000D+01    0.00000000D+00
  0.00000000D+00    0.13000000D+01    0.50000000D+01
  0.10000000D+01    0.13000000D+01    0.50000000D+01
  0.20000000D+01    0.13000000D+01    0.50000000D+01
  0.30000000D+01    0.13000000D+01    0.50000000D+01
  0.40000000D+01    0.13000000D+01    0.50000000D+01
  0.50000000D+01    0.13000000D+01    0.50000000D+01
  0.60000000D+01    0.13000000D+01    0.50000000D+01
  0.70000000D+01    0.13000000D+01    0.50000000D+01
  0.80000000D+01    0.13000000D+01    0.49999999D+01
  0.90000000D+01    0.13000000D+01    0.49999999D+01
  0.10000000D+02    0.13000000D+01    0.49999940D+01
  0.11000000D+02    0.13000000D+01    0.49999940D+01
  0.12000000D+02    0.13000000D+01    0.49998798D+01
  0.13000000D+02    0.13000000D+01    0.49998798D+01
  0.14000000D+02    0.13000000D+01    0.49985027D+01
  0.15000000D+02    0.13000000D+01    0.49985027D+01
  0.16000000D+02    0.13000000D+01    0.49868520D+01
  0.17000000D+02    0.13000000D+01    0.49868520D+01
  0.18000000D+02    0.13000000D+01    0.49136634D+01
  0.19000000D+02    0.13000000D+01    0.49136634D+01
  0.20000000D+02    0.13000000D+01    0.45732827D+01
  0.21000000D+02    0.13000000D+01    0.45732827D+01
  0.22000000D+02    0.13000000D+01    0.35342222D+01
  0.23000000D+02    0.13000000D+01    0.35342222D+01
  0.24000000D+02    0.13000000D+01    0.18638884D+01
  0.25000000D+02    0.13000000D+01    0.18638884D+01
  0.26000000D+02    0.13000000D+01    0.60921288D+00
  0.27000000D+02    0.13000000D+01    0.60921288D+00
  0.28000000D+02    0.13000000D+01    0.12768514D+00
  0.29000000D+02    0.13000000D+01    0.12768514D+00
  0.30000000D+02    0.13000000D+01    0.16753983D-01
  0.31000000D+02    0.13000000D+01    0.16753983D-01
  0.32000000D+02    0.13000000D+01    0.10630929D-02
  0.33000000D+02    0.13000000D+01    0.10630929D-02
  0.34000000D+02    0.13000000D+01    0.00000000D+00
  0.35000000D+02    0.13000000D+01    0.00000000D+00
  0.36000000D+02    0.13000000D+01    0.00000000D+00
  0.37000000D+02    0.13000000D+01    0.00000000D+00
  0.38000000D+02    0.13000000D+01    0.00000000D+00
  0.39000000D+02    0.13000000D+01    0.00000000D+00
  0.40000000D+02    0.13000000D+01    0.00000000D+00
  0.00000000D+00    0.14000000D+01    0.50000000D+01
  0.10000000D+01    0.14000000D+01    0.50000000D+01
  0.20000000D+01    0.14000000D+01    0.50000000D+01
  0.30000000D+01    0.14000000D+01    0.50000000D+01
  0.40000000D+01    0.14000000D+01    0.50000000D+01
  0.50000000D+01    0.14000000D+01    0.50000000D+01
  0.60000000D+01    0.14000000D+01    0.50000000D+01
  0.70000000D+01    0.14000000D+01    0.50000000D+01
  0.80000000D+01    0.14000000D+01    0.50000000D+01
  0.90000000D+01    0.14000000D+01    0.49999984D+01
  0.10000000D+02    0.14000000D+01    0.49999984D+01
  0.11000000D+02    0.14000000D+01    0.49999654D+01
  0.12000000D+02    0.14000000D+01    0.49999654D+01
  0.13000000D+02    0.14000000D+01    0.49995355D+01
  0.14000000D+02    0.14000000D+01    0.49995355D+01
  0.15000000D+02    0.14000000D+01    0.49955857D+01
  0.16000000D+02    0.14000000D+01    0.49955857D+01
  0.17000000D+02    0.14000000D+01    0.49683728D+01
  0.18000000D+02    0.14000000D+01    0.49683728D+01
  0.19000000D+02    0.14000000D+01    0.48242024D+01
  0.20000000D+02    0.14000000D+01    0.48242024D+01
  0.21000000D+02    0.14000000D+01    0.42643572D+01
  0.22000000D+02    0.14000000D+01    0.42643572D+01
  0.23000000D+02    0.14000000D+01    0.29244714D+01
  0.24000000D+02    0.14000000D+01    0.29244714D+01
  0.25000000D+02    0.14000000D+01    0.13141241D+01
  0.26000000D+02    0.14000000D+01    0.13141241D+01
  0.27000000D+02    0.14000000D+01    0.37731993D+00
  0.28000000D+02    0.14000000D+01    0.37731993D+00
  0.29000000D+02    0.14000000D+01    0.72620131D-01
  0.30000000D+02    0.14000000D+01    0.72620131D-01
  0.31000000D+02    0.14000000D+01    0.89155272D-02
  0.32000000D+02    0.14000000D+01    0.89155272D-02
  0.33000000D+02    0.14000000D+01    0.53157470D-03
  0.34000000D+02    0.14000000D+01    0.53157470D-03
  0.35000000D+02    0.14000000D+01    0.00000000D+00
  0.36000000D+02    0.14000000D+01    0.00000000D+00
  0.37000000D+02    0.14000000D+01    0.00000000D+00
  0.38000000D+02    0.14000000D+01    0.00000000D+00
  0.39000000D+02    0.14000000D+01    0.00000000D+00
  0.40000000D+02    0.14000000D+01    0.00000000D+00
  0.00000000D+00    0.15000000D+01    0.50000000D+01
  0.10000000D+01    0.15000000D+01    0.50000000D+01
  0.20000000D+01    0.15000000D+01    0.50000000D+01
  0.30000000D+01    0.15000000D+01    0.50000000D+01
  0.40000000D+01    0.15000000D+01    0.50000000D+01
  0.50000000D+01    0.15000000D+01    0.50000000D+01
  0.60000000D+01    0.15000000D+01    0.50000000D+01
  0.70000000D+01    0.15000000D+01    0.50000000D+01
  0.80000000D+01    0.15000000D+01    0.49999996D+01
  0.90000000D+01    0.15000000D+01    0.49999996D+01
  0.10000000D+02    0.15000000D+01    0.49999901D+01
  0.11000000D+02    0.15000000D+01    0.49999901D+01
  0.12000000D+02    0.15000000D+01    0.49998579D+01
  0.13000000D+02    0.15000000D+01    0.49998579D+01
  0.14000000D+02    0.15000000D+01    0.49985476D+01
  0.15000000D+02    0.15000000D+01    0.49985476D+01
  0.16000000D+02    0.15000000D+01    0.49887580D+01
  0.17000000D+02    0.15000000D+01    0.49887580D+01
  0.18000000D+02    0.15000000D+01    0.49315826D+01
  0.19000000D+02    0.15000000D+01    0.49315826D+01
  0.20000000D+02    0.15000000D+01    0.46714845D+01
  0.21000000D+02    0.15000000D+01    0.46714845D+01
  0.22000000D+02    0.15000000D+01    0.38352195D+01
  0.23000000D+02    0.15000000D+01    0.38352195D+01
  0.24000000D+02    0.15000000D+01    0.22899381D+01
  0.25000000D+02    0.15000000D+01    0.22899381D+01
  0.26000000D+02    0.15000000D+01    0.88533582D+00
  0.27000000D+02    0.15000000D+01    0.88533582D+00
  0.28000000D+02    0.15000000D+01    0.22839745D+00
  0.29000000D+02    0.15000000D+01    0.22839745D+00
  0.30000000D+02    0.15000000D+01    0.40897684D-01
  0.31000000D+02    0.15000000D+01    0.40897684D-01
  0.32000000D+02    0.15000000D+01    0.47255310D-02
  0.33000000D+02    0.15000000D+01    0.47255310D-02
  0.34000000D+02    0.15000000D+01    0.26579441D-03
  0.35000000D+02    0.15000000D+01    0.26579441D-03
  0.36000000D+02    0.15000000D+01    0.00000000D+00
  0.37000000D+02    0.15000000D+01    0.00000000D+00
  0.38000000D+02    0.15000000D+01    0.00000000D+00
  0.39000000D+02    0.15000000D+01    0.00000000D+00
  0.40000000D+02    0.15000000D+01    0.00000000D+00
  0.00000000D+00    0.16000000D+01    0.50000000D+01
  0.10000000D+01    0.16000000D+01    0.50000000D+01
  0.20000000D+01    0.16000000D+01    0.50000000D+01
  0.30000000D+01    0.16000000D+01    0.50000000D+01
  0.40000000D+01    0.16000000D+01    0.50000000D+01
  0.50000000D+01    0.16000000D+01    0.50000000D+01
  0.60000000D+01    0.16000000D+01    0.50000000D+01
  0.70000000D+01    0.16000000D+01    0.49999999D+01
  0.80000000D+01    0.16000000D+01    0.49999999D+01
  0.90000000D+01    0.16000000D+01    0.49999972D+01
  0.10000000D+02    0.16000000D+01    0.49999972D+01
  0.11000000D+02    0.16000000D+01    0.49999571D+01
  0.12000000D+02    0.16000000D+01    0.49999571D+01
  0.13000000D+02    0.16000000D+01    0.49995303D+01
  0.14000000D+02    0.16000000D+01    0.49995303D+01
  0.15000000D+02    0.16000000D+01    0.49960971D+01
  0.16000000D+02    0.16000000D+01    0.49960971D+01
  0.17000000D+02    0.16000000D+01    0.49743503D+01
  0.18000000D+02    0.16000000D+01    0.49743503D+01
  0.19000000D+02    0.16000000D+01    0.48639770D+01
  0.20000000D+02    0.16000000D+01    0.48639770D+01
  0.21000000D+02    0.16000000D+01    0.44311985D+01
  0.22000000D+02    0.16000000D+01    0.44311985D+01
  0.23000000D+02    0.16000000D+01    0.32992061D+01
  0.24000000D+02    0.16000000D+01    0.32992061D+01
  0.25000000D+02    0.16000000D+01    0.16991369D+01
  0.26000000D+02    0.16000000D+01    0.16991369D+01
  0.27000000D+02    0.16000000D+01    0.57515799D+00
  0.28000000D+02    0.16000000D+01    0.57515799D+00
  0.29000000D+02    0.16000000D+01    0.13590989D+00
  0.30000000D+02    0.16000000D+01    0.13590989D+00
  0.31000000D+02    0.16000000D+01    0.22852865D-01
  0.32000000D+02    0.16000000D+01    0.22852865D-01
  0.33000000D+02    0.16000000D+01    0.24962192D-02
  0.34000000D+02    0.16000000D+01    0.24962192D-02
  0.35000000D+02    0.16000000D+01    0.13289897D-03
  0.36000000D+02    0.16000000D+01    0.13289897D-03
  0.37000000D+02    0.16000000D+01    0.00000000D+00
  0.38000000D+02    0.16000000D+01    0.00000000D+00
  0.39000000D+02    0.16000000D+01    0.00000000D+00
  0.40000000D+02    0.16000000D+01    0.00000000D+00
  0.00000000D+00    0.17000000D+01    0.50000000D+01
  0.10000000D+01    0.17000000D+01    0.50000000D+01
  0.20000000D+01    0.17000000D+01    0.50000000D+01
  0.30000000D+01    0.17000000D+01    0.50000000D+01
  0.40000000D+01    0.17000000D+01    0.50000000D+01
  0.50000000D+01    0.17000000D+01    0.50000000D+01
  0.60000000D+01    0.17000000D+01    0.50000000D+01
  0.70000000D+01    0.17000000D+01    0.50000000D+01
  0.80000000D+01    0.17000000D+01    0.49999992D+01
  0.90000000D+01    0.17000000D+01    0.49999992D+01
  0.10000000D+02    0.17000000D+01    0.49999872D+01
  0.11000000D+02    0.17000000D+01    0.49999872D+01
  0.12000000D+02    0.17000000D+01    0.49998504D+01
  0.13000000D+02    0.17000000D+01    0.49998504D+01
  0.14000000D+02    0.17000000D+01    0.49986716D+01
  0.15000000D+02    0.17000000D+01    0.49986716D+01
  0.16000000D+02    0.17000000D+01    0.49906443D+01
  0.17000000D+02    0.17000000D+01    0.49906443D+01
  0.18000000D+02    0.17000000D+01    0.49463109D+01
  0.19000000D+02    0.17000000D+01    0.49463109D+01
  0.20000000D+02    0.17000000D+01    0.47481566D+01
  0.21000000D+02    0.17000000D+01    0.47481566D+01
  0.22000000D+02    0.17000000D+01    0.40839713D+01
  0.23000000D+02    0.17000000D+01    0.40839713D+01
  0.24000000D+02    0.17000000D+01    0.26991139D+01
  0.25000000D+02    0.17000000D+01    0.26991139D+01
  0.26000000D+02    0.17000000D+01    0.12010539D+01
  0.27000000D+02    0.17000000D+01    0.12010539D+01
  0.28000000D+02    0.17000000D+01    0.36334232D+00
  0.29000000D+02    0.17000000D+01    0.36334232D+00
  0.30000000D+02    0.17000000D+01    0.79830106D-01
  0.31000000D+02    0.17000000D+01    0.79830106D-01
  0.32000000D+02    0.17000000D+01    0.12687443D-01
  0.33000000D+02    0.17000000D+01    0.12687443D-01
  0.34000000D+02    0.17000000D+01    0.13147144D-02
  0.35000000D+02    0.17000000D+01    0.13147144D-02
  0.36000000D+02    0.17000000D+01    0.66449928D-04
  0.37000000D+02    0.17000000D+01    0.66449928D-04
  0.38000000D+02    0.17000000D+01    0.00000000D+00
  0.39000000D+02    0.17000000D+01    0.00000000D+00
  0.40000000D+02    0.17000000D+01    0.00000000D+00
  0.00000000D+00    0.18000000D+01    0.50000000D+01
  0.10000000D+01    0.18000000D+01    0.50000000D+01
  0.20000000D+01    0.18000000D+01    0.50000000D+01
  0.30000000D+01    0.18000000D+01    0.50000000D+01
  0.40000000D+01    0.18000000D+01    0.50000000D+01
  0.50000000D+01    0.18000000D+01    0.50000000D+01
  0.60000000D+01    0.18000000D+01    0.50000000D+01
  0.70000000D+01    0.18000000D+01    0.49999998D+01
  0.80000000D+01    0.18000000D+01    0.49999998D+01
  0.90000000D+01    0.18000000D+01    0.49999962D+01
  0.10000000D+02    0.18000000D+01    0.49999962D+01
  0.11000000D+02    0.18000000D+01    0.49999530D+01
  0.12000000D+02    0.18000000D+01    0.49999530D+01
  0.13000000D+02    0.18000000D+01    0.49995556D+01
  0.14000000D+02    0.18000000D+01    0.49995556D+01
  0.15000000D+02    0.18000000D+01    0.49966626D+01
  0.16000000D+02    0.18000000D+01    0.49966626D+01
  0.17000000D+02    0.18000000D+01    0.49794911D+01
  0.18000000D+02    0.18000000D+01    0.49794911D+01
  0.19000000D+02    0.18000000D+01    0.48952587D+01
  0.20000000D+02    0.18000000D+01    0.48952587D+01
  0.21000000D+02    0.18000000D+01    0.45627182D+01
  0.22000000D+02    0.18000000D+01    0.45627182D+01
  0.23000000D+02    0.18000000D+01    0.36263827D+01
  0.24000000D+02    0.18000000D+01    0.36263827D+01
  0.25000000D+02    0.18000000D+01    0.20961510D+01
  0.26000000D+02    0.18000000D+01    0.20961510D+01
  0.27000000D+02    0.18000000D+01    0.81496093D+00
  0.28000000D+02    0.18000000D+01    0.81496093D+00
  0.29000000D+02    0.18000000D+01    0.22472733D+00
  0.30000000D+02    0.18000000D+01    0.22472733D+00
  0.31000000D+02    0.18000000D+01    0.46414071D-01
  0.32000000D+02    0.18000000D+01    0.46414071D-01
  0.33000000D+02    0.18000000D+01    0.70050596D-02
  0.34000000D+02    0.18000000D+01    0.70050596D-02
  0.35000000D+02    0.18000000D+01    0.69062528D-03
  0.36000000D+02    0.18000000D+01    0.69062528D-03
  0.37000000D+02    0.18000000D+01    0.33225074D-04
  0.38000000D+02    0.18000000D+01    0.33225074D-04
  0.39000000D+02    0.18000000D+01    0.00000000D+00
  0.40000000D+02    0.18000000D+01    0.00000000D+00
  0.00000000D+00    0.19000000D+01    0.50000000D+01
  0.10000000D+01    0.19000000D+01    0.50000000D+01
  0.20000000D+01    0.19000000D+01    0.50000000D+01
  0.30000000D+01    0.19000000D+01    0.50000000D+01
  0.40000000D+01    0.19000000D+01    0.50000000D+01
  0.50000000D+01    0.19000000D+01    0.50000000D+01
  0.60000000D+01    0.19000000D+01    0.49999999D+01
  0.70000000D+01    0.19000000D+01    0.49999999D+01
  0.80000000D+01    0.19000000D+01    0.49999989D+01
  0.90000000D+01    0.19000000D+01    0.49999989D+01
  0.10000000D+02    0.19000000D+01    0.49999854D+01
  0.11000000D+02    0.19000000D+01    0.49999854D+01
  0.12000000D+02    0.19000000D+01    0.49998536D+01
  0.13000000D+02    0.19000000D+01    0.49998536D+01
  0.14000000D+02    0.19000000D+01    0.49988321D+01
  0.15000000D+02    0.19000000D+01    0.49988321D+01
  0.16000000D+02    0.19000000D+01    0.49923595D+01
  0.17000000D+02    0.19000000D+01    0.49923595D+01
  0.18000000D+02    0.19000000D+01    0.49581692D+01
  0.19000000D+02    0.19000000D+01    0.49581692D+01
  0.20000000D+02    0.19000000D+01    0.48076175D+01
  0.21000000D+02    0.19000000D+01    0.48076175D+01
  0.22000000D+02    0.19000000D+01    0.42862441D+01
  0.23000000D+02    0.19000000D+01    0.42862441D+01
  0.24000000D+02    0.19000000D+01    0.30801869D+01
  0.25000000D+02    0.19000000D+01    0.30801869D+01
  0.26000000D+02    0.19000000D+01    0.15487982D+01
  0.27000000D+02    0.19000000D+01    0.15487982D+01
  0.28000000D+02    0.19000000D+01    0.53518561D+00
  0.29000000D+02    0.19000000D+01    0.53518561D+00
  0.30000000D+02    0.19000000D+01    0.13677940D+00
  0.31000000D+02    0.19000000D+01    0.13677940D+00
  0.32000000D+02    0.19000000D+01    0.26762195D-01
  0.33000000D+02    0.19000000D+01    0.26762195D-01
  0.34000000D+02    0.19000000D+01    0.38490573D-02
  0.35000000D+02    0.19000000D+01    0.38490573D-02
  0.36000000D+02    0.19000000D+01    0.36193708D-03
  0.37000000D+02    0.19000000D+01    0.36193708D-03
  0.38000000D+02    0.19000000D+01    0.16612565D-04
  0.39000000D+02    0.19000000D+01    0.16612565D-04
  0.40000000D+02    0.19000000D+01    0.00000000D+00
  0.00000000D+00    0.20000000D+01    0.50000000D+01
  0.10000000D+01    0.20000000D+01    0.50000000D+01
  0.20000000D+01    0.20000000D+01    0.50000000D+01
  0.30000000D+01    0.20000000D+01    0.50000000D+01
  0.40000000D+01    0.20000000D+01    0.50000000D+01
  0.50000000D+01    0.20000000D+01    0.50000000D+01
  0.60000000D+01    0.20000000D+01    0.50000000D+01
  0.70000000D+01    0.20000000D+01    0.49999997D+01
  0.80000000D+01    0.20000000D+01    0.49999997D+01
  0.90000000D+01    0.20000000D+01    0.49999955D+01
  0.10000000D+02    0.20000000D+01    0.49999955D+01
  0.11000000D+02    0.20000000D+01    0.49999525D+01
  0.12000000D+02    0.20000000D+01    0.49999525D+01
  0.13000000D+02    0.20000000D+01    0.49995982D+01
  0.14000000D+02    0.20000000D+01    0.49995982D+01
  0.15000000D+02    0.20000000D+01    0.49972125D+01
  0.16000000D+02    0.20000000D+01    0.49972125D+01
  0.17000000D+02    0.20000000D+01    0.49837697D+01
  0.18000000D+02    0.20000000D+01    0.49837697D+01
  0.19000000D+02    0.20000000D+01    0.49196498D+01
  0.20000000D+02    0.20000000D+01    0.49196498D+01
  0.21000000D+02    0.20000000D+01    0.46654632D+01
  0.22000000D+02    0.20000000D+01    0.46654632D+01
  0.23000000D+02    0.20000000D+01    0.39053239D+01
  0.24000000D+02    0.20000000D+01    0.39053239D+01
  0.25000000D+02    0.20000000D+01    0.24917119D+01
  0.26000000D+02    0.20000000D+01    0.24917119D+01
  0.27000000D+02    0.20000000D+01    0.10948007D+01
  0.28000000D+02    0.20000000D+01    0.10948007D+01
  0.29000000D+02    0.20000000D+01    0.34267538D+00
  0.30000000D+02    0.20000000D+01    0.34267538D+00
  0.31000000D+02    0.20000000D+01    0.82220609D-01
  0.32000000D+02    0.20000000D+01    0.82220609D-01
  0.33000000D+02    0.20000000D+01    0.15323161D-01
  0.34000000D+02    0.20000000D+01    0.15323161D-01
  0.35000000D+02    0.20000000D+01    0.21058643D-02
  0.36000000D+02    0.20000000D+01    0.21058643D-02
  0.37000000D+02    0.20000000D+01    0.18927809D-03
  0.38000000D+02    0.20000000D+01    0.18927809D-03
  0.39000000D+02    0.20000000D+01    0.83062893D-05
  0.40000000D+02    0.20000000D+01    0.00000000D+00
  0.00000000D+00    0.21000000D+01    0.50000000D+01
  0.10000000D+01    0.21000000D+01    0.50000000D+01
  0.20000000D+01    0.21000000D+01    0.50000000D+01
  0.30000000D+01    0.21000000D+01    0.50000000D+01
  0.40000000D+01    0.21000000D+01    0.50000000D+01
  0.50000000D+01    0.21000000D+01    0.50000000D+01
  0.60000000D+01    0.21000000D+01    0.49999999D+01
  0.70000000D+01    0.21000000D+01    0.49999999D+01
  0.80000000D+01    0.21000000D+01    0.49999986D+01
  0.90000000D+01    0.21000000D+01    0.49999986D+01
  0.10000000D+02    0.21000000D+01    0.49999848D+01
  0.11000000D+02    0.21000000D+01    0.49999848D+01
  0.12000000D+02    0.21000000D+01    0.49998639D+01
  0.13000000D+02    0.21000000D+01    0.49998639D+01
  0.14000000D+02    0.21000000D+01    0.49990016D+01
  0.15000000D+02    0.21000000D+01    0.49990016D+01
  0.16000000D+02    0.21000000D+01    0.49938454D+01
  0.17000000D+02    0.21000000D+01    0.49938454D+01
  0.18000000D+02    0.21000000D+01    0.49675849D+01
  0.19000000D+02    0.21000000D+01    0.49675849D+01
  0.20000000D+02    0.21000000D+01    0.48534667D+01
  0.21000000D+02    0.21000000D+01    0.48534667D+01
  0.22000000D+02    0.21000000D+01    0.44482684D+01
  0.23000000D+02    0.21000000D+01    0.44482684D+01
  0.24000000D+02    0.21000000D+01    0.34245911D+01
  0.25000000D+02    0.21000000D+01    0.34245911D+01
  0.26000000D+02    0.21000000D+01    0.19185073D+01
  0.27000000D+02    0.21000000D+01    0.19185073D+01
  0.28000000D+02    0.21000000D+01    0.74576709D+00
  0.29000000D+02    0.21000000D+01    0.74576709D+00
  0.30000000D+02    0.21000000D+01    0.21521465D+00
  0.31000000D+02    0.21000000D+01    0.21521465D+00
  0.32000000D+02    0.21000000D+01    0.48935021D-01
  0.33000000D+02    0.21000000D+01    0.48935021D-01
  0.34000000D+02    0.21000000D+01    0.87202719D-02
  0.35000000D+02    0.21000000D+01    0.87202719D-02
  0.36000000D+02    0.21000000D+01    0.11476812D-02
  0.37000000D+02    0.21000000D+01    0.11476812D-02
  0.38000000D+02    0.21000000D+01    0.98793083D-04
  0.39000000D+02    0.21000000D+01    0.94639940D-04
  0.40000000D+02    0.21000000D+01    0.00000000D+00
  0.00000000D+00    0.22000000D+01    0.50000000D+01
  0.10000000D+01    0.22000000D+01    0.50000000D+01
  0.20000000D+01    0.22000000D+01    0.50000000D+01
  0.30000000D+01    0.22000000D+01    0.50000000D+01
  0.40000000D+01    0.22000000D+01    0.50000000D+01
  0.50000000D+01    0.22000000D+01    0.50000000D+01
  0.60000000D+01    0.22000000D+01    0.50000000D+01
  0.70000000D+01    0.22000000D+01    0.49999996D+01
  0.80000000D+01    0.22000000D+01    0.49999996D+01
  0.90000000D+01    0.22000000D+01    0.49999952D+01
  0.10000000D+02    0.22000000D+01    0.49999952D+01
  0.11000000D+02    0.22000000D+01    0.49999545D+01
  0.12000000D+02    0.22000000D+01    0.49999545D+01
  0.13000000D+02    0.22000000D+01    0.49996483D+01
  0.14000000D+02    0.22000000D+01    0.49996483D+01
  0.15000000D+02    0.22000000D+01    0.49977116D+01
  0.16000000D+02    0.22000000D+01    0.49977116D+01
  0.17000000D+02    0.22000000D+01    0.49872550D+01
  0.18000000D+02    0.22000000D+01    0.49872550D+01
  0.19000000D+02    0.22000000D+01    0.49385448D+01
  0.20000000D+02    0.22000000D+01    0.49385448D+01
  0.21000000D+02    0.22000000D+01    0.47450937D+01
  0.22000000D+02    0.22000000D+01    0.47450937D+01
  0.23000000D+02    0.22000000D+01    0.41379114D+01
  0.24000000D+02    0.22000000D+01    0.41379114D+01
  0.25000000D+02    0.22000000D+01    0.28727281D+01
  0.26000000D+02    0.22000000D+01    0.28727281D+01
  0.27000000D+02    0.22000000D+01    0.14102497D+01
  0.28000000D+02    0.22000000D+01    0.14102497D+01
  0.29000000D+02    0.22000000D+01    0.49323715D+00
  0.30000000D+02    0.22000000D+01    0.49323715D+00
  0.31000000D+02    0.22000000D+01    0.13317290D+00
  0.32000000D+02    0.22000000D+01    0.13317290D+00
  0.33000000D+02    0.22000000D+01    0.28885611D-01
  0.34000000D+02    0.22000000D+01    0.28885611D-01
  0.35000000D+02    0.22000000D+01    0.49358447D-02
  0.36000000D+02    0.22000000D+01    0.49358447D-02
  0.37000000D+02    0.22000000D+01    0.62326980D-03
  0.38000000D+02    0.22000000D+01    0.62119325D-03
  0.39000000D+02    0.22000000D+01    0.49396785D-04
  0.40000000D+02    0.22000000D+01    0.00000000D+00
  0.00000000D+00    0.23000000D+01    0.50000000D+01
  0.10000000D+01    0.23000000D+01    0.50000000D+01
  0.20000000D+01    0.23000000D+01    0.50000000D+01
  0.30000000D+01    0.23000000D+01    0.50000000D+01
  0.40000000D+01    0.23000000D+01    0.50000000D+01
  0.50000000D+01    0.23000000D+01    0.50000000D+01
  0.60000000D+01    0.23000000D+01    0.49999999D+01
  0.70000000D+01    0.23000000D+01    0.49999999D+01
  0.80000000D+01    0.23000000D+01    0.49999985D+01
  0.90000000D+01    0.23000000D+01    0.49999985D+01
  0.10000000D+02    0.23000000D+01    0.49999850D+01
  0.11000000D+02    0.23000000D+01    0.49999850D+01
  0.12000000D+02    0.23000000D+01    0.49998780D+01
  0.13000000D+02    0.23000000D+01    0.49998780D+01
  0.14000000D+02    0.23000000D+01    0.49991640D+01
  0.15000000D+02    0.23000000D+01    0.49991640D+01
  0.16000000D+02    0.23000000D+01    0.49950935D+01
  0.17000000D+02    0.23000000D+01    0.49950935D+01
  0.18000000D+02    0.23000000D+01    0.49749871D+01
  0.19000000D+02    0.23000000D+01    0.49749871D+01
  0.20000000D+02    0.23000000D+01    0.48886520D+01
  0.21000000D+02    0.23000000D+01    0.48886520D+01
  0.22000000D+02    0.23000000D+01    0.45763426D+01
  0.23000000D+02    0.23000000D+01    0.45763426D+01
  0.24000000D+02    0.23000000D+01    0.37270633D+01
  0.25000000D+02    0.23000000D+01    0.37270633D+01
  0.26000000D+02    0.23000000D+01    0.22980830D+01
  0.27000000D+02    0.23000000D+01    0.22980830D+01
  0.28000000D+02    0.23000000D+01    0.99538149D+00
  0.29000000D+02    0.23000000D+01    0.99538149D+00
  0.30000000D+02    0.23000000D+01    0.31884372D+00
  0.31000000D+02    0.23000000D+01    0.31884372D+00
  0.32000000D+02    0.23000000D+01    0.81451773D-01
  0.33000000D+02    0.23000000D+01    0.81451773D-01
  0.34000000D+02    0.23000000D+01    0.16930978D-01
  0.35000000D+02    0.23000000D+01    0.16930978D-01
  0.36000000D+02    0.23000000D+01    0.27801566D-02
  0.37000000D+02    0.23000000D+01    0.27791184D-02
  0.38000000D+02    0.23000000D+01    0.33634294D-03
  0.39000000D+02    0.23000000D+01    0.31060627D-03
  0.40000000D+02    0.23000000D+01    0.00000000D+00
  0.00000000D+00    0.24000000D+01    0.50000000D+01
  0.10000000D+01    0.24000000D+01    0.50000000D+01
  0.20000000D+01    0.24000000D+01    0.50000000D+01
  0.30000000D+01    0.24000000D+01    0.50000000D+01
  0.40000000D+01    0.24000000D+01    0.50000000D+01
  0.50000000D+01    0.24000000D+01    0.50000000D+01
  0.60000000D+01    0.24000000D+01    0.50000000D+01
  0.70000000D+01    0.24000000D+01    0.49999995D+01
  0.80000000D+01    0.24000000D+01    0.49999995D+01
  0.90000000D+01    0.24000000D+01    0.49999951D+01
