 title= "nonlinear solution"
 variables= "x", "t", "u" 
 zone F=point, I=          41 J=          25
  0.40000000D+01    0.12000000D+01    0.50000024D+01
  0.50000000D+01    0.12000000D+01    0.49999896D+01
  0.60000000D+01    0.12000000D+01    0.50000428D+01
  0.70000000D+01    0.12000000D+01    0.49998315D+01
  0.80000000D+01    0.12000000D+01    0.50006315D+01
  0.90000000D+01    0.12000000D+01    0.49977605D+01
  0.10000000D+02    0.12000000D+01    0.50074462D+01
  0.11000000D+02    0.12000000D+01    0.49769636D+01
  0.12000000D+02    0.12000000D+01    0.50648702D+01
  0.13000000D+02    0.12000000D+01    0.48327379D+01
  0.14000000D+02    0.12000000D+01    0.53633784D+01
  0.15000000D+02    0.12000000D+01    0.42693780D+01
  0.16000000D+02    0.12000000D+01    0.60133949D+01
  0.17000000D+02    0.12000000D+01    0.38001992D+01
  0.18000000D+02    0.12000000D+01    0.53535819D+01
  0.19000000D+02    0.12000000D+01    0.60326536D+01
  0.20000000D+02    0.12000000D+01    0.30052626D+01
  0.21000000D+02    0.12000000D+01    0.47847342D+01
  0.22000000D+02    0.12000000D+01    0.73126912D+01
  0.23000000D+02    0.12000000D+01    0.38043247D+01
  0.24000000D+02    0.12000000D+01    0.37869767D+00
  0.25000000D+02    0.12000000D+01    0.14279603D-02
  0.26000000D+02    0.12000000D+01    0.50374840D-08
  0.27000000D+02    0.12000000D+01    0.37344445D-20
  0.28000000D+02    0.12000000D+01    0.41190454D-47
  0.29000000D+02    0.12000000D+01    0.54879731-107
  0.30000000D+02    0.12000000D+01    0.63274985-240
  0.31000000D+02    0.12000000D+01    0.00000000D+00
  0.32000000D+02    0.12000000D+01    0.00000000D+00
  0.33000000D+02    0.12000000D+01    0.00000000D+00
  0.34000000D+02    0.12000000D+01    0.00000000D+00
  0.35000000D+02    0.12000000D+01    0.00000000D+00
  0.36000000D+02    0.12000000D+01    0.00000000D+00
  0.37000000D+02    0.12000000D+01    0.00000000D+00
  0.38000000D+02    0.12000000D+01    0.00000000D+00
  0.39000000D+02    0.12000000D+01    0.00000000D+00
  0.40000000D+02    0.12000000D+01    0.00000000D+00
  0.00000000D+00    0.13000000D+01    0.50000000D+01
  0.10000000D+01    0.13000000D+01    0.49999999D+01
  0.20000000D+01    0.13000000D+01    0.50000004D+01
  0.30000000D+01    0.13000000D+01    0.49999983D+01
  0.40000000D+01    0.13000000D+01    0.50000070D+01
  0.50000000D+01    0.13000000D+01    0.49999717D+01
  0.60000000D+01    0.13000000D+01    0.50001100D+01
  0.70000000D+01    0.13000000D+01    0.49995925D+01
  0.80000000D+01    0.13000000D+01    0.50014332D+01
  0.90000000D+01    0.13000000D+01    0.49952481D+01
  0.10000000D+02    0.13000000D+01    0.50146966D+01
  0.11000000D+02    0.13000000D+01    0.49578498D+01
  0.12000000D+02    0.13000000D+01    0.51087936D+01
  0.13000000D+02    0.13000000D+01    0.47422604D+01
  0.14000000D+02    0.13000000D+01    0.54992346D+01
  0.15000000D+02    0.13000000D+01    0.40951758D+01
  0.16000000D+02    0.13000000D+01    0.60635573D+01
  0.17000000D+02    0.13000000D+01    0.40727756D+01
  0.18000000D+02    0.13000000D+01    0.47742818D+01
  0.19000000D+02    0.13000000D+01    0.64066935D+01
  0.20000000D+02    0.13000000D+01    0.35264508D+01
  0.21000000D+02    0.13000000D+01    0.37205485D+01
  0.22000000D+02    0.13000000D+01    0.72702835D+01
  0.23000000D+02    0.13000000D+01    0.51252580D+01
  0.24000000D+02    0.13000000D+01    0.86615097D+00
  0.25000000D+02    0.13000000D+01    0.96281943D-02
  0.26000000D+02    0.13000000D+01    0.34875446D-06
  0.27000000D+02    0.13000000D+01    0.43924861D-16
  0.28000000D+02    0.13000000D+01    0.41008740D-38
  0.29000000D+02    0.13000000D+01    0.42229216D-87
  0.30000000D+02    0.13000000D+01    0.57938201-196
  0.31000000D+02    0.13000000D+01    0.00000000D+00
  0.32000000D+02    0.13000000D+01    0.00000000D+00
  0.33000000D+02    0.13000000D+01    0.00000000D+00
  0.34000000D+02    0.13000000D+01    0.00000000D+00
  0.35000000D+02    0.13000000D+01    0.00000000D+00
  0.36000000D+02    0.13000000D+01    0.00000000D+00
  0.37000000D+02    0.13000000D+01    0.00000000D+00
  0.38000000D+02    0.13000000D+01    0.00000000D+00
  0.39000000D+02    0.13000000D+01    0.00000000D+00
  0.40000000D+02    0.13000000D+01    0.00000000D+00
  0.00000000D+00    0.14000000D+01    0.50000000D+01
  0.10000000D+01    0.14000000D+01    0.49999997D+01
  0.20000000D+01    0.14000000D+01    0.50000011D+01
  0.30000000D+01    0.14000000D+01    0.49999953D+01
  0.40000000D+01    0.14000000D+01    0.50000187D+01
  0.50000000D+01    0.14000000D+01    0.49999282D+01
  0.60000000D+01    0.14000000D+01    0.50002634D+01
  0.70000000D+01    0.14000000D+01    0.49990800D+01
  0.80000000D+01    0.14000000D+01    0.50030395D+01
  0.90000000D+01    0.14000000D+01    0.49905651D+01
  0.10000000D+02    0.14000000D+01    0.50271603D+01
  0.11000000D+02    0.14000000D+01    0.49276526D+01
  0.12000000D+02    0.14000000D+01    0.51709997D+01
  0.13000000D+02    0.14000000D+01    0.46269747D+01
  0.14000000D+02    0.14000000D+01    0.56424213D+01
  0.15000000D+02    0.14000000D+01    0.39595012D+01
  0.16000000D+02    0.14000000D+01    0.60123090D+01
  0.17000000D+02    0.14000000D+01    0.44846036D+01
  0.18000000D+02    0.14000000D+01    0.41855215D+01
  0.19000000D+02    0.14000000D+01    0.65267982D+01
  0.20000000D+02    0.14000000D+01    0.43042347D+01
  0.21000000D+02    0.14000000D+01    0.28769524D+01
  0.22000000D+02    0.14000000D+01    0.67291070D+01
  0.23000000D+02    0.14000000D+01    0.63120527D+01
  0.24000000D+02    0.14000000D+01    0.16749124D+01
  0.25000000D+02    0.14000000D+01    0.45896370D-01
  0.26000000D+02    0.14000000D+01    0.11396234D-04
  0.27000000D+02    0.14000000D+01    0.99406111D-13
  0.28000000D+02    0.14000000D+01    0.10916000D-30
  0.29000000D+02    0.14000000D+01    0.11191285D-70
  0.30000000D+02    0.14000000D+01    0.11814980-159
  0.31000000D+02    0.14000000D+01    0.00000000D+00
  0.32000000D+02    0.14000000D+01    0.00000000D+00
  0.33000000D+02    0.14000000D+01    0.00000000D+00
  0.34000000D+02    0.14000000D+01    0.00000000D+00
  0.35000000D+02    0.14000000D+01    0.00000000D+00
  0.36000000D+02    0.14000000D+01    0.00000000D+00
  0.37000000D+02    0.14000000D+01    0.00000000D+00
  0.38000000D+02    0.14000000D+01    0.00000000D+00
  0.39000000D+02    0.14000000D+01    0.00000000D+00
  0.40000000D+02    0.14000000D+01    0.00000000D+00
  0.00000000D+00    0.15000000D+01    0.50000000D+01
  0.10000000D+01    0.15000000D+01    0.49999992D+01
  0.20000000D+01    0.15000000D+01    0.50000031D+01
  0.30000000D+01    0.15000000D+01    0.49999876D+01
  0.40000000D+01    0.15000000D+01    0.50000469D+01
  0.50000000D+01    0.15000000D+01    0.49998295D+01
  0.60000000D+01    0.15000000D+01    0.50005919D+01
  0.70000000D+01    0.15000000D+01    0.49980490D+01
  0.80000000D+01    0.15000000D+01    0.50060596D+01
  0.90000000D+01    0.15000000D+01    0.49823696D+01
  0.10000000D+02    0.15000000D+01    0.50472500D+01
  0.11000000D+02    0.15000000D+01    0.48829035D+01
  0.12000000D+02    0.15000000D+01    0.52530077D+01
  0.13000000D+02    0.15000000D+01    0.44912572D+01
  0.14000000D+02    0.15000000D+01    0.57762433D+01
  0.15000000D+02    0.15000000D+01    0.38964630D+01
  0.16000000D+02    0.15000000D+01    0.58402730D+01
  0.17000000D+02    0.15000000D+01    0.49746852D+01
  0.18000000D+02    0.15000000D+01    0.37056947D+01
  0.19000000D+02    0.15000000D+01    0.63587938D+01
  0.20000000D+02    0.15000000D+01    0.51647836D+01
  0.21000000D+02    0.15000000D+01    0.24611488D+01
  0.22000000D+02    0.15000000D+01    0.57752957D+01
  0.23000000D+02    0.15000000D+01    0.71661410D+01
  0.24000000D+02    0.15000000D+01    0.28055515D+01
  0.25000000D+02    0.15000000D+01    0.16337269D+00
  0.26000000D+02    0.15000000D+01    0.19885158D-03
  0.27000000D+02    0.15000000D+01    0.56753384D-10
  0.28000000D+02    0.15000000D+01    0.14104094D-24
  0.29000000D+02    0.15000000D+01    0.38490072D-57
  0.30000000D+02    0.15000000D+01    0.10768834-129
  0.31000000D+02    0.15000000D+01    0.31808390-291
  0.32000000D+02    0.15000000D+01    0.00000000D+00
  0.33000000D+02    0.15000000D+01    0.00000000D+00
  0.34000000D+02    0.15000000D+01    0.00000000D+00
  0.35000000D+02    0.15000000D+01    0.00000000D+00
  0.36000000D+02    0.15000000D+01    0.00000000D+00
  0.37000000D+02    0.15000000D+01    0.00000000D+00
  0.38000000D+02    0.15000000D+01    0.00000000D+00
  0.39000000D+02    0.15000000D+01    0.00000000D+00
  0.40000000D+02    0.15000000D+01    0.00000000D+00
  0.00000000D+00    0.16000000D+01    0.50000000D+01
  0.10000000D+01    0.16000000D+01    0.49999978D+01
  0.20000000D+01    0.16000000D+01    0.50000081D+01
  0.30000000D+01    0.16000000D+01    0.49999694D+01
  0.40000000D+01    0.16000000D+01    0.50001105D+01
  0.50000000D+01    0.16000000D+01    0.49996183D+01
  0.60000000D+01    0.16000000D+01    0.50012548D+01
  0.70000000D+01    0.16000000D+01    0.49960942D+01
  0.80000000D+01    0.16000000D+01    0.50114123D+01
  0.90000000D+01    0.16000000D+01    0.49688438D+01
  0.10000000D+02    0.16000000D+01    0.50777080D+01
  0.11000000D+02    0.16000000D+01    0.48205538D+01
  0.12000000D+02    0.16000000D+01    0.53535898D+01
  0.13000000D+02    0.16000000D+01    0.43451115D+01
  0.14000000D+02    0.16000000D+01    0.58806871D+01
  0.15000000D+02    0.16000000D+01    0.39362013D+01
  0.16000000D+02    0.16000000D+01    0.55440473D+01
  0.17000000D+02    0.16000000D+01    0.54649265D+01
  0.18000000D+02    0.16000000D+01    0.34458039D+01
  0.19000000D+02    0.16000000D+01    0.59102279D+01
  0.20000000D+02    0.16000000D+01    0.59463733D+01
  0.21000000D+02    0.16000000D+01    0.25672286D+01
  0.22000000D+02    0.16000000D+01    0.45830624D+01
  0.23000000D+02    0.16000000D+01    0.75365060D+01
  0.24000000D+02    0.16000000D+01    0.41538859D+01
  0.25000000D+02    0.16000000D+01    0.45472120D+00
  0.26000000D+02    0.16000000D+01    0.20560773D-02
  0.27000000D+02    0.16000000D+01    0.10278109D-07
  0.28000000D+02    0.16000000D+01    0.14583078D-19
  0.29000000D+02    0.16000000D+01    0.51420277D-46
  0.30000000D+02    0.16000000D+01    0.49479255-105
  0.31000000D+02    0.16000000D+01    0.13320847-236
  0.32000000D+02    0.16000000D+01    0.00000000D+00
  0.33000000D+02    0.16000000D+01    0.00000000D+00
  0.34000000D+02    0.16000000D+01    0.00000000D+00
  0.35000000D+02    0.16000000D+01    0.00000000D+00
  0.36000000D+02    0.16000000D+01    0.00000000D+00
  0.37000000D+02    0.16000000D+01    0.00000000D+00
  0.38000000D+02    0.16000000D+01    0.00000000D+00
  0.39000000D+02    0.16000000D+01    0.00000000D+00
  0.40000000D+02    0.16000000D+01    0.00000000D+00
  0.00000000D+00    0.17000000D+01    0.50000000D+01
  0.10000000D+01    0.17000000D+01    0.49999943D+01
  0.20000000D+01    0.17000000D+01    0.50000199D+01
  0.30000000D+01    0.17000000D+01    0.49999282D+01
  0.40000000D+01    0.17000000D+01    0.50002466D+01
  0.50000000D+01    0.17000000D+01    0.49991910D+01
  0.60000000D+01    0.17000000D+01    0.50025203D+01
  0.70000000D+01    0.17000000D+01    0.49925855D+01
  0.80000000D+01    0.17000000D+01    0.50203865D+01
  0.90000000D+01    0.17000000D+01    0.49477223D+01
  0.10000000D+02    0.17000000D+01    0.51212254D+01
  0.11000000D+02    0.17000000D+01    0.47388256D+01
  0.12000000D+02    0.17000000D+01    0.54679598D+01
  0.13000000D+02    0.17000000D+01    0.42044869D+01
  0.14000000D+02    0.17000000D+01    0.59343737D+01
  0.15000000D+02    0.17000000D+01    0.40957003D+01
  0.16000000D+02    0.17000000D+01    0.51439375D+01
  0.17000000D+02    0.17000000D+01    0.58785591D+01
  0.18000000D+02    0.17000000D+01    0.34746401D+01
  0.19000000D+02    0.17000000D+01    0.52404821D+01
  0.20000000D+02    0.17000000D+01    0.65187232D+01
  0.21000000D+02    0.17000000D+01    0.31467595D+01
  0.22000000D+02    0.17000000D+01    0.33998066D+01
  0.23000000D+02    0.17000000D+01    0.73520385D+01
  0.24000000D+02    0.17000000D+01    0.55274084D+01
  0.25000000D+02    0.17000000D+01    0.10287261D+01
  0.26000000D+02    0.17000000D+01    0.13750667D-01
  0.27000000D+02    0.17000000D+01    0.71708895D-06
  0.28000000D+02    0.17000000D+01    0.18427255D-15
  0.29000000D+02    0.17000000D+01    0.67181523D-37
  0.30000000D+02    0.17000000D+01    0.86362314D-85
  0.31000000D+02    0.17000000D+01    0.10682857-191
  0.32000000D+02    0.17000000D+01    0.00000000D+00
  0.33000000D+02    0.17000000D+01    0.00000000D+00
  0.34000000D+02    0.17000000D+01    0.00000000D+00
  0.35000000D+02    0.17000000D+01    0.00000000D+00
  0.36000000D+02    0.17000000D+01    0.00000000D+00
  0.37000000D+02    0.17000000D+01    0.00000000D+00
  0.38000000D+02    0.17000000D+01    0.00000000D+00
  0.39000000D+02    0.17000000D+01    0.00000000D+00
  0.40000000D+02    0.17000000D+01    0.00000000D+00
  0.00000000D+00    0.18000000D+01    0.50000000D+01
  0.10000000D+01    0.18000000D+01    0.49999860D+01
  0.20000000D+01    0.18000000D+01    0.50000464D+01
  0.30000000D+01    0.18000000D+01    0.49998404D+01
  0.40000000D+01    0.18000000D+01    0.50005225D+01
  0.50000000D+01    0.18000000D+01    0.49983700D+01
  0.60000000D+01    0.18000000D+01    0.50048142D+01
  0.70000000D+01    0.18000000D+01    0.49866043D+01
  0.80000000D+01    0.18000000D+01    0.50346583D+01
  0.90000000D+01    0.18000000D+01    0.49164393D+01
  0.10000000D+02    0.18000000D+01    0.51798640D+01
  0.11000000D+02    0.18000000D+01    0.46382024D+01
  0.12000000D+02    0.18000000D+01    0.55874916D+01
  0.13000000D+02    0.18000000D+01    0.40904784D+01
  0.14000000D+02    0.18000000D+01    0.59168034D+01
  0.15000000D+02    0.18000000D+01    0.43707242D+01
  0.16000000D+02    0.18000000D+01    0.46873754D+01
  0.17000000D+02    0.18000000D+01    0.61517900D+01
  0.18000000D+02    0.18000000D+01    0.37938700D+01
  0.19000000D+02    0.18000000D+01    0.44641822D+01
  0.20000000D+02    0.18000000D+01    0.67857348D+01
  0.21000000D+02    0.18000000D+01    0.40403479D+01
  0.22000000D+02    0.18000000D+01    0.24974333D+01
  0.23000000D+02    0.18000000D+01    0.66388303D+01
  0.24000000D+02    0.18000000D+01    0.66973738D+01
  0.25000000D+02    0.18000000D+01    0.19541821D+01
  0.26000000D+02    0.18000000D+01    0.64008620D-01
  0.27000000D+02    0.18000000D+01    0.22721119D-04
  0.28000000D+02    0.18000000D+01    0.40751086D-12
  0.29000000D+02    0.18000000D+01    0.18773267D-29
  0.30000000D+02    0.18000000D+01    0.31530417D-68
  0.31000000D+02    0.18000000D+01    0.68075995-155
  0.32000000D+02    0.18000000D+01    0.00000000D+00
  0.33000000D+02    0.18000000D+01    0.00000000D+00
  0.34000000D+02    0.18000000D+01    0.00000000D+00
  0.35000000D+02    0.18000000D+01    0.00000000D+00
  0.36000000D+02    0.18000000D+01    0.00000000D+00
  0.37000000D+02    0.18000000D+01    0.00000000D+00
  0.38000000D+02    0.18000000D+01    0.00000000D+00
  0.39000000D+02    0.18000000D+01    0.00000000D+00
  0.40000000D+02    0.18000000D+01    0.00000000D+00
  0.00000000D+00    0.19000000D+01    0.50000000D+01
  0.10000000D+01    0.19000000D+01    0.49999673D+01
  0.20000000D+01    0.19000000D+01    0.50001028D+01
  0.30000000D+01    0.19000000D+01    0.49996618D+01
  0.40000000D+01    0.19000000D+01    0.50010554D+01
  0.50000000D+01    0.19000000D+01    0.49968677D+01
  0.60000000D+01    0.19000000D+01    0.50087740D+01
  0.70000000D+01    0.19000000D+01    0.49768944D+01
  0.80000000D+01    0.19000000D+01    0.50562284D+01
  0.90000000D+01    0.19000000D+01    0.48724291D+01
  0.10000000D+02    0.19000000D+01    0.52543444D+01
  0.11000000D+02    0.19000000D+01    0.45223949D+01
  0.12000000D+02    0.19000000D+01    0.57000697D+01
  0.13000000D+02    0.19000000D+01    0.40270731D+01
  0.14000000D+02    0.19000000D+01    0.58114657D+01
  0.15000000D+02    0.19000000D+01    0.47328908D+01
  0.16000000D+02    0.19000000D+01    0.42451555D+01
  0.17000000D+02    0.19000000D+01    0.62380144D+01
  0.18000000D+02    0.19000000D+01    0.43358523D+01
  0.19000000D+02    0.19000000D+01    0.37399149D+01
  0.20000000D+02    0.19000000D+01    0.66935053D+01
  0.21000000D+02    0.19000000D+01    0.50453180D+01
  0.22000000D+02    0.19000000D+01    0.20907668D+01
  0.23000000D+02    0.19000000D+01    0.55207762D+01
  0.24000000D+02    0.19000000D+01    0.74572083D+01
  0.25000000D+02    0.19000000D+01    0.32024221D+01
  0.26000000D+02    0.19000000D+01    0.22046152D+00
  0.27000000D+02    0.19000000D+01    0.37550707D-03
  0.28000000D+02    0.19000000D+01    0.21370603D-09
  0.29000000D+02    0.19000000D+01    0.21771902D-23
  0.30000000D+02    0.19000000D+01    0.10218243D-54
  0.31000000D+02    0.19000000D+01    0.80546369-125
  0.32000000D+02    0.19000000D+01    0.13708186-281
  0.33000000D+02    0.19000000D+01    0.00000000D+00
  0.34000000D+02    0.19000000D+01    0.00000000D+00
  0.35000000D+02    0.19000000D+01    0.00000000D+00
  0.36000000D+02    0.19000000D+01    0.00000000D+00
  0.37000000D+02    0.19000000D+01    0.00000000D+00
  0.38000000D+02    0.19000000D+01    0.00000000D+00
  0.39000000D+02    0.19000000D+01    0.00000000D+00
  0.40000000D+02    0.19000000D+01    0.00000000D+00
  0.00000000D+00    0.20000000D+01    0.50000000D+01
  0.10000000D+01    0.20000000D+01    0.49999273D+01
  0.20000000D+01    0.20000000D+01    0.50002175D+01
  0.30000000D+01    0.20000000D+01    0.49993150D+01
  0.40000000D+01    0.20000000D+01    0.50020384D+01
  0.50000000D+01    0.20000000D+01    0.49942421D+01
  0.60000000D+01    0.20000000D+01    0.50152981D+01
  0.70000000D+01    0.20000000D+01    0.49618498D+01
  0.80000000D+01    0.20000000D+01    0.50872461D+01
  0.90000000D+01    0.20000000D+01    0.48135931D+01
  0.10000000D+02    0.20000000D+01    0.53433342D+01
  0.11000000D+02    0.20000000D+01    0.43990635D+01
  0.12000000D+02    0.20000000D+01    0.57909771D+01
  0.13000000D+02    0.20000000D+01    0.40371768D+01
  0.14000000D+02    0.20000000D+01    0.56104311D+01
  0.15000000D+02    0.20000000D+01    0.51341544D+01
  0.16000000D+02    0.20000000D+01    0.38995706D+01
  0.17000000D+02    0.20000000D+01    0.61113658D+01
  0.18000000D+02    0.20000000D+01    0.49863851D+01
  0.19000000D+02    0.20000000D+01    0.32357627D+01
  0.20000000D+02    0.20000000D+01    0.62428152D+01
  0.21000000D+02    0.20000000D+01    0.59716913D+01
  0.22000000D+02    0.20000000D+01    0.22629900D+01
  0.23000000D+02    0.20000000D+01    0.42095810D+01
  0.24000000D+02    0.20000000D+01    0.76676404D+01
  0.25000000D+02    0.20000000D+01    0.46286444D+01
  0.26000000D+02    0.20000000D+01    0.59103333D+00
  0.27000000D+02    0.20000000D+01    0.36330098D-02
  0.28000000D+02    0.20000000D+01    0.34319228D-07
  0.29000000D+02    0.20000000D+01    0.18335783D-18
  0.30000000D+02    0.20000000D+01    0.99801218D-44
  0.31000000D+02    0.20000000D+01    0.25494828-100
  0.32000000D+02    0.20000000D+01    0.51337897-227
  0.33000000D+02    0.20000000D+01    0.00000000D+00
  0.34000000D+02    0.20000000D+01    0.00000000D+00
  0.35000000D+02    0.20000000D+01    0.00000000D+00
  0.36000000D+02    0.20000000D+01    0.00000000D+00
  0.37000000D+02    0.20000000D+01    0.00000000D+00
  0.38000000D+02    0.20000000D+01    0.00000000D+00
  0.39000000D+02    0.20000000D+01    0.00000000D+00
  0.40000000D+02    0.20000000D+01    0.00000000D+00
  0.00000000D+00    0.21000000D+01    0.50000000D+01
  0.10000000D+01    0.21000000D+01    0.49998450D+01
  0.20000000D+01    0.21000000D+01    0.50004408D+01
  0.30000000D+01    0.21000000D+01    0.49986706D+01
  0.40000000D+01    0.21000000D+01    0.50037737D+01
  0.50000000D+01    0.21000000D+01    0.49898497D+01
  0.60000000D+01    0.21000000D+01    0.50255762D+01
  0.70000000D+01    0.21000000D+01    0.49395676D+01
  0.80000000D+01    0.21000000D+01    0.51297010D+01
  0.90000000D+01    0.21000000D+01    0.47389126D+01
  0.10000000D+02    0.21000000D+01    0.54429072D+01
  0.11000000D+02    0.21000000D+01    0.42800647D+01
  0.12000000D+02    0.21000000D+01    0.58441297D+01
  0.13000000D+02    0.21000000D+01    0.41370922D+01
  0.14000000D+02    0.21000000D+01    0.53198417D+01
  0.15000000D+02    0.21000000D+01    0.55171200D+01
  0.16000000D+02    0.21000000D+01    0.37255333D+01
  0.17000000D+02    0.21000000D+01    0.57740349D+01
  0.18000000D+02    0.21000000D+01    0.56195450D+01
  0.19000000D+02    0.21000000D+01    0.30783597D+01
  0.20000000D+02    0.21000000D+01    0.54970930D+01
  0.21000000D+02    0.21000000D+01    0.66630586D+01
  0.22000000D+02    0.21000000D+01    0.29441769D+01
  0.23000000D+02    0.21000000D+01    0.29794544D+01
  0.24000000D+02    0.21000000D+01    0.72861671D+01
  0.25000000D+02    0.21000000D+01    0.60063346D+01
  0.26000000D+02    0.21000000D+01    0.12860610D+01
  0.27000000D+02    0.21000000D+01    0.22635632D-01
  0.28000000D+02    0.21000000D+01    0.20902061D-05
  0.29000000D+02    0.21000000D+01    0.17935399D-14
  0.30000000D+02    0.21000000D+01    0.82214897D-35
  0.31000000D+02    0.21000000D+01    0.20512867D-80
  0.32000000D+02    0.21000000D+01    0.13074301-182
  0.33000000D+02    0.21000000D+01    0.00000000D+00
  0.34000000D+02    0.21000000D+01    0.00000000D+00
  0.35000000D+02    0.21000000D+01    0.00000000D+00
  0.36000000D+02    0.21000000D+01    0.00000000D+00
  0.37000000D+02    0.21000000D+01    0.00000000D+00
  0.38000000D+02    0.21000000D+01    0.00000000D+00
  0.39000000D+02    0.21000000D+01    0.00000000D+00
  0.40000000D+02    0.21000000D+01    0.00000000D+00
  0.00000000D+00    0.22000000D+01    0.50000000D+01
  0.10000000D+01    0.22000000D+01    0.49996827D+01
  0.20000000D+01    0.22000000D+01    0.50008577D+01
  0.30000000D+01    0.22000000D+01    0.49975216D+01
  0.40000000D+01    0.22000000D+01    0.50067118D+01
  0.50000000D+01    0.22000000D+01    0.49828029D+01
  0.60000000D+01    0.22000000D+01    0.50410785D+01
  0.70000000D+01    0.22000000D+01    0.49079898D+01
  0.80000000D+01    0.22000000D+01    0.51849875D+01
  0.90000000D+01    0.22000000D+01    0.46491444D+01
  0.10000000D+02    0.22000000D+01    0.55463306D+01
  0.11000000D+02    0.22000000D+01    0.41810004D+01
  0.12000000D+02    0.22000000D+01    0.58435962D+01
  0.13000000D+02    0.22000000D+01    0.43306492D+01
  0.14000000D+02    0.22000000D+01    0.49641426D+01
  0.15000000D+02    0.22000000D+01    0.58262755D+01
  0.16000000D+02    0.22000000D+01    0.37691878D+01
  0.17000000D+02    0.22000000D+01    0.52646170D+01
  0.18000000D+02    0.22000000D+01    0.61248640D+01
  0.19000000D+02    0.22000000D+01    0.33086848D+01
  0.20000000D+02    0.22000000D+01    0.45853225D+01
  0.21000000D+02    0.22000000D+01    0.70022109D+01
  0.22000000D+02    0.22000000D+01    0.39535162D+01
  0.23000000D+02    0.22000000D+01    0.21086306D+01
  0.24000000D+02    0.22000000D+01    0.63782232D+01
  0.25000000D+02    0.22000000D+01    0.70925659D+01
  0.26000000D+02    0.22000000D+01    0.23510135D+01
  0.27000000D+02    0.22000000D+01    0.98224300D-01
  0.28000000D+02    0.22000000D+01    0.57674435D-04
  0.29000000D+02    0.22000000D+01    0.30155800D-11
  0.30000000D+02    0.22000000D+01    0.13521409D-27
  0.31000000D+02    0.22000000D+01    0.27791530D-64
  0.32000000D+02    0.22000000D+01    0.14252100-146
  0.33000000D+02    0.22000000D+01    0.00000000D+00
  0.34000000D+02    0.22000000D+01    0.00000000D+00
  0.35000000D+02    0.22000000D+01    0.00000000D+00
  0.36000000D+02    0.22000000D+01    0.00000000D+00
  0.37000000D+02    0.22000000D+01    0.00000000D+00
  0.38000000D+02    0.22000000D+01    0.00000000D+00
  0.39000000D+02    0.22000000D+01    0.00000000D+00
  0.40000000D+02    0.22000000D+01    0.00000000D+00
  0.00000000D+00    0.23000000D+01    0.50000000D+01
  0.10000000D+01    0.23000000D+01    0.49993748D+01
  0.20000000D+01    0.23000000D+01    0.50016053D+01
  0.30000000D+01    0.23000000D+01    0.49955523D+01
  0.40000000D+01    0.23000000D+01    0.50114908D+01
  0.50000000D+01    0.23000000D+01    0.49719451D+01
  0.60000000D+01    0.23000000D+01    0.50634807D+01
  0.70000000D+01    0.23000000D+01    0.48651556D+01
  0.80000000D+01    0.23000000D+01    0.52533922D+01
  0.90000000D+01    0.23000000D+01    0.45474917D+01
  0.10000000D+02    0.23000000D+01    0.56442508D+01
  0.11000000D+02    0.23000000D+01    0.41198603D+01
  0.12000000D+02    0.23000000D+01    0.57756362D+01
  0.13000000D+02    0.23000000D+01    0.46052075D+01
  0.14000000D+02    0.23000000D+01    0.45865232D+01
  0.15000000D+02    0.23000000D+01    0.60155603D+01
  0.16000000D+02    0.23000000D+01    0.40318398D+01
  0.17000000D+02    0.23000000D+01    0.46617313D+01
  0.18000000D+02    0.23000000D+01    0.64184589D+01
  0.19000000D+02    0.23000000D+01    0.38681338D+01
  0.20000000D+02    0.23000000D+01    0.36931382D+01
  0.21000000D+02    0.23000000D+01    0.69243566D+01
  0.22000000D+02    0.23000000D+01    0.50710310D+01
  0.23000000D+02    0.23000000D+01    0.17951057D+01
  0.24000000D+02    0.23000000D+01    0.51094793D+01
  0.25000000D+02    0.23000000D+01    0.76890322D+01
  0.26000000D+02    0.23000000D+01    0.37136105D+01
  0.27000000D+02    0.23000000D+01    0.31649301D+00
  0.28000000D+02    0.23000000D+01    0.83485706D-03
  0.29000000D+02    0.23000000D+01    0.12067633D-08
  0.30000000D+02    0.23000000D+01    0.90977422D-22
  0.31000000D+02    0.23000000D+01    0.30753573D-51
  0.32000000D+02    0.23000000D+01    0.21367222-117
  0.33000000D+02    0.23000000D+01    0.76131944-266
  0.34000000D+02    0.23000000D+01    0.00000000D+00
  0.35000000D+02    0.23000000D+01    0.00000000D+00
  0.36000000D+02    0.23000000D+01    0.00000000D+00
  0.37000000D+02    0.23000000D+01    0.00000000D+00
  0.38000000D+02    0.23000000D+01    0.00000000D+00
  0.39000000D+02    0.23000000D+01    0.00000000D+00
  0.40000000D+02    0.23000000D+01    0.00000000D+00
  0.00000000D+00    0.24000000D+01    0.50000000D+01
  0.10000000D+01    0.24000000D+01    0.49988120D+01
  0.20000000D+01    0.24000000D+01    0.50028960D+01
  0.30000000D+01    0.24000000D+01    0.49923024D+01
  0.40000000D+01    0.24000000D+01    0.50189670D+01
  0.50000000D+01    0.24000000D+01    0.49558596D+01
  0.60000000D+01    0.24000000D+01    0.50945049D+01
  0.70000000D+01    0.24000000D+01    0.48095677D+01
  0.80000000D+01    0.24000000D+01    0.53335905D+01
  0.90000000D+01    0.24000000D+01    0.44401093D+01
  0.10000000D+02    0.24000000D+01    0.57252482D+01
