 title="time marching" 
 variable= "x", "t", "u" 
 zone f=point, I=          71 j=          60
  0.52000000D+02    0.75000000D-02    0.30678561D-14
  0.53000000D+02    0.75000000D-02    0.77335357D-15
  0.54000000D+02    0.75000000D-02    0.19454304D-15
  0.55000000D+02    0.75000000D-02    0.48843135D-16
  0.56000000D+02    0.75000000D-02    0.12240308D-16
  0.57000000D+02    0.75000000D-02    0.30621642D-17
  0.58000000D+02    0.75000000D-02    0.76481138D-18
  0.59000000D+02    0.75000000D-02    0.19072555D-18
  0.60000000D+02    0.75000000D-02    0.47492812D-19
  0.61000000D+02    0.75000000D-02    0.11809851D-19
  0.62000000D+02    0.75000000D-02    0.29328439D-20
  0.63000000D+02    0.75000000D-02    0.72742762D-21
  0.64000000D+02    0.75000000D-02    0.18020760D-21
  0.65000000D+02    0.75000000D-02    0.44592688D-22
  0.66000000D+02    0.75000000D-02    0.11022426D-22
  0.67000000D+02    0.75000000D-02    0.27223879D-23
  0.68000000D+02    0.75000000D-02    0.66895623D-24
  0.69000000D+02    0.75000000D-02    0.17549534D-24
  0.70000000D+02    0.75000000D-02    0.00000000D+00
  0.00000000D+00    0.10000000D-01    0.00000000D+00
  0.10000000D+01    0.10000000D-01   -0.28492070D-01
  0.20000000D+01    0.10000000D-01    0.61367729D-01
  0.30000000D+01    0.10000000D-01   -0.13641854D+00
  0.40000000D+01    0.10000000D-01    0.23769736D+00
  0.50000000D+01    0.10000000D-01   -0.24688943D+00
  0.60000000D+01    0.10000000D-01   -0.15946677D+00
  0.70000000D+01    0.10000000D-01    0.78779269D+00
  0.80000000D+01    0.10000000D-01    0.23036859D+01
  0.90000000D+01    0.10000000D-01    0.41173804D+01
  0.10000000D+02    0.10000000D-01    0.60193847D+01
  0.11000000D+02    0.10000000D-01    0.80630177D+01
  0.12000000D+02    0.10000000D-01    0.98790932D+01
  0.13000000D+02    0.10000000D-01    0.12273390D+02
  0.14000000D+02    0.10000000D-01    0.13524735D+02
  0.15000000D+02    0.10000000D-01    0.16493924D+02
  0.16000000D+02    0.10000000D-01    0.18318619D+02
  0.17000000D+02    0.10000000D-01    0.18425468D+02
  0.18000000D+02    0.10000000D-01    0.17389364D+02
  0.19000000D+02    0.10000000D-01    0.15775038D+02
  0.20000000D+02    0.10000000D-01    0.13933155D+02
  0.21000000D+02    0.10000000D-01    0.11949643D+02
  0.22000000D+02    0.10000000D-01    0.10054442D+02
  0.23000000D+02    0.10000000D-01    0.78614372D+01
  0.24000000D+02    0.10000000D-01    0.62370715D+01
  0.25000000D+02    0.10000000D-01    0.37528526D+01
  0.26000000D+02    0.10000000D-01    0.18406958D+01
  0.27000000D+02    0.10000000D-01    0.78707695D+00
  0.28000000D+02    0.10000000D-01    0.30585829D+00
  0.29000000D+02    0.10000000D-01    0.11084665D+00
  0.30000000D+02    0.10000000D-01    0.38101416D-01
  0.31000000D+02    0.10000000D-01    0.12565122D-01
  0.32000000D+02    0.10000000D-01    0.40081219D-02
  0.33000000D+02    0.10000000D-01    0.12441184D-02
  0.34000000D+02    0.10000000D-01    0.37747542D-03
  0.35000000D+02    0.10000000D-01    0.11234017D-03
  0.36000000D+02    0.10000000D-01    0.32884639D-04
  0.37000000D+02    0.10000000D-01    0.94889530D-05
  0.38000000D+02    0.10000000D-01    0.27038848D-05
  0.39000000D+02    0.10000000D-01    0.76198022D-06
  0.40000000D+02    0.10000000D-01    0.21262744D-06
  0.41000000D+02    0.10000000D-01    0.58811922D-07
  0.42000000D+02    0.10000000D-01    0.16138562D-07
  0.43000000D+02    0.10000000D-01    0.43968940D-08
  0.44000000D+02    0.10000000D-01    0.11901248D-08
  0.45000000D+02    0.10000000D-01    0.32022184D-09
  0.46000000D+02    0.10000000D-01    0.85691398D-10
  0.47000000D+02    0.10000000D-01    0.22816092D-10
  0.48000000D+02    0.10000000D-01    0.60468760D-11
  0.49000000D+02    0.10000000D-01    0.15957175D-11
  0.50000000D+02    0.10000000D-01    0.41942032D-12
  0.51000000D+02    0.10000000D-01    0.10983252D-12
  0.52000000D+02    0.10000000D-01    0.28662106D-13
  0.53000000D+02    0.10000000D-01    0.74555222D-14
  0.54000000D+02    0.10000000D-01    0.19334320D-14
  0.55000000D+02    0.10000000D-01    0.49996624D-15
  0.56000000D+02    0.10000000D-01    0.12893961D-15
  0.57000000D+02    0.10000000D-01    0.33169022D-16
  0.58000000D+02    0.10000000D-01    0.85121795D-17
  0.59000000D+02    0.10000000D-01    0.21795501D-17
  0.60000000D+02    0.10000000D-01    0.55688134D-18
  0.61000000D+02    0.10000000D-01    0.14199596D-18
  0.62000000D+02    0.10000000D-01    0.36136908D-19
  0.63000000D+02    0.10000000D-01    0.91797030D-20
  0.64000000D+02    0.10000000D-01    0.23278066D-20
  0.65000000D+02    0.10000000D-01    0.58930708D-21
  0.66000000D+02    0.10000000D-01    0.14894901D-21
  0.67000000D+02    0.10000000D-01    0.37600752D-22
  0.68000000D+02    0.10000000D-01    0.94355487D-23
  0.69000000D+02    0.10000000D-01    0.25343825D-23
  0.70000000D+02    0.10000000D-01    0.00000000D+00
  0.00000000D+00    0.12500000D-01    0.00000000D+00
  0.10000000D+01    0.12500000D-01   -0.51261364D-01
  0.20000000D+01    0.12500000D-01    0.91077177D-01
  0.30000000D+01    0.12500000D-01   -0.17009916D+00
  0.40000000D+01    0.12500000D-01    0.22579964D+00
  0.50000000D+01    0.12500000D-01   -0.12250828D+00
  0.60000000D+01    0.12500000D-01   -0.27172497D+00
  0.70000000D+01    0.12500000D-01    0.32652450D+00
  0.80000000D+01    0.12500000D-01    0.15733478D+01
  0.90000000D+01    0.12500000D-01    0.32478767D+01
  0.10000000D+02    0.12500000D-01    0.50513624D+01
  0.11000000D+02    0.12500000D-01    0.71199661D+01
  0.12000000D+02    0.12500000D-01    0.88235687D+01
  0.13000000D+02    0.12500000D-01    0.11342064D+02
  0.14000000D+02    0.12500000D-01    0.12548874D+02
  0.15000000D+02    0.12500000D-01    0.15245505D+02
  0.16000000D+02    0.12500000D-01    0.17542551D+02
  0.17000000D+02    0.12500000D-01    0.18349776D+02
  0.18000000D+02    0.12500000D-01    0.17845317D+02
  0.19000000D+02    0.12500000D-01    0.16525965D+02
  0.20000000D+02    0.12500000D-01    0.14841611D+02
  0.21000000D+02    0.12500000D-01    0.12892140D+02
  0.22000000D+02    0.12500000D-01    0.11071626D+02
  0.23000000D+02    0.12500000D-01    0.88234019D+01
  0.24000000D+02    0.12500000D-01    0.72237673D+01
  0.25000000D+02    0.12500000D-01    0.48766186D+01
  0.26000000D+02    0.12500000D-01    0.27287033D+01
  0.27000000D+02    0.12500000D-01    0.13245885D+01
  0.28000000D+02    0.12500000D-01    0.57865709D+00
  0.29000000D+02    0.12500000D-01    0.23339333D+00
  0.30000000D+02    0.12500000D-01    0.88470363D-01
  0.31000000D+02    0.12500000D-01    0.31917539D-01
  0.32000000D+02    0.12500000D-01    0.11060695D-01
  0.33000000D+02    0.12500000D-01    0.37072472D-02
  0.34000000D+02    0.12500000D-01    0.12081798D-02
  0.35000000D+02    0.12500000D-01    0.38442967D-03
  0.36000000D+02    0.12500000D-01    0.11982178D-03
  0.37000000D+02    0.12500000D-01    0.36681125D-04
  0.38000000D+02    0.12500000D-01    0.11053089D-04
  0.39000000D+02    0.12500000D-01    0.32843062D-05
  0.40000000D+02    0.12500000D-01    0.96378564D-06
  0.41000000D+02    0.12500000D-01    0.27967336D-06
  0.42000000D+02    0.12500000D-01    0.80339879D-07
  0.43000000D+02    0.12500000D-01    0.22868092D-07
  0.44000000D+02    0.12500000D-01    0.64550868D-08
  0.45000000D+02    0.12500000D-01    0.18082440D-08
  0.46000000D+02    0.12500000D-01    0.50299804D-09
  0.47000000D+02    0.12500000D-01    0.13901746D-09
  0.48000000D+02    0.12500000D-01    0.38192547D-10
  0.49000000D+02    0.12500000D-01    0.10434779D-10
  0.50000000D+02    0.12500000D-01    0.28363019D-11
  0.51000000D+02    0.12500000D-01    0.76725238D-12
  0.52000000D+02    0.12500000D-01    0.20662250D-12
  0.53000000D+02    0.12500000D-01    0.55410809D-13
  0.54000000D+02    0.12500000D-01    0.14801351D-13
  0.55000000D+02    0.12500000D-01    0.39391326D-14
  0.56000000D+02    0.12500000D-01    0.10446857D-14
  0.57000000D+02    0.12500000D-01    0.27614812D-15
  0.58000000D+02    0.12500000D-01    0.72769333D-16
  0.59000000D+02    0.12500000D-01    0.19119510D-16
  0.60000000D+02    0.12500000D-01    0.50094928D-17
  0.61000000D+02    0.12500000D-01    0.13090640D-17
  0.62000000D+02    0.12500000D-01    0.34122049D-18
  0.63000000D+02    0.12500000D-01    0.88729734D-19
  0.64000000D+02    0.12500000D-01    0.23020363D-19
  0.65000000D+02    0.12500000D-01    0.59595078D-20
  0.66000000D+02    0.12500000D-01    0.15395602D-20
  0.67000000D+02    0.12500000D-01    0.39706310D-21
  0.68000000D+02    0.12500000D-01    0.10171080D-21
  0.69000000D+02    0.12500000D-01    0.27962083D-22
  0.70000000D+02    0.12500000D-01    0.00000000D+00
  0.00000000D+00    0.15000000D-01    0.00000000D+00
  0.10000000D+01    0.15000000D-01   -0.80619880D-01
  0.20000000D+01    0.15000000D-01    0.11743407D+00
  0.30000000D+01    0.15000000D-01   -0.18604743D+00
  0.40000000D+01    0.15000000D-01    0.18122717D+00
  0.50000000D+01    0.15000000D-01   -0.77575516D-02
  0.60000000D+01    0.15000000D-01   -0.27777574D+00
  0.70000000D+01    0.15000000D-01    0.16445536D-01
  0.80000000D+01    0.15000000D-01    0.96254011D+00
  0.90000000D+01    0.15000000D-01    0.24596763D+01
  0.10000000D+02    0.15000000D-01    0.41153416D+01
  0.11000000D+02    0.15000000D-01    0.62037593D+01
  0.12000000D+02    0.15000000D-01    0.77801688D+01
  0.13000000D+02    0.15000000D-01    0.10377359D+02
  0.14000000D+02    0.15000000D-01    0.11638988D+02
  0.15000000D+02    0.15000000D-01    0.14016906D+02
  0.16000000D+02    0.15000000D-01    0.16553384D+02
  0.17000000D+02    0.15000000D-01    0.17973573D+02
  0.18000000D+02    0.15000000D-01    0.18058199D+02
  0.19000000D+02    0.15000000D-01    0.17122044D+02
  0.20000000D+02    0.15000000D-01    0.15673881D+02
  0.21000000D+02    0.15000000D-01    0.13792964D+02
  0.22000000D+02    0.15000000D-01    0.12070581D+02
  0.23000000D+02    0.15000000D-01    0.97971426D+01
  0.24000000D+02    0.15000000D-01    0.81756187D+01
  0.25000000D+02    0.15000000D-01    0.59897368D+01
  0.26000000D+02    0.15000000D-01    0.37231459D+01
  0.27000000D+02    0.15000000D-01    0.20119666D+01
  0.28000000D+02    0.15000000D-01    0.97363336D+00
  0.29000000D+02    0.15000000D-01    0.43206156D+00
  0.30000000D+02    0.15000000D-01    0.17896045D+00
  0.31000000D+02    0.15000000D-01    0.70101227D-01
  0.32000000D+02    0.15000000D-01    0.26225697D-01
  0.33000000D+02    0.15000000D-01    0.94412199D-02
  0.34000000D+02    0.15000000D-01    0.32898057D-02
  0.35000000D+02    0.15000000D-01    0.11147161D-02
  0.36000000D+02    0.15000000D-01    0.36865993D-03
  0.37000000D+02    0.15000000D-01    0.11936351D-03
  0.38000000D+02    0.15000000D-01    0.37930376D-04
  0.39000000D+02    0.15000000D-01    0.11854367D-04
  0.40000000D+02    0.15000000D-01    0.36501310D-05
  0.41000000D+02    0.15000000D-01    0.11089861D-05
  0.42000000D+02    0.15000000D-01    0.33287983D-06
  0.43000000D+02    0.15000000D-01    0.98826336D-07
  0.44000000D+02    0.15000000D-01    0.29046858D-07
  0.45000000D+02    0.15000000D-01    0.84592522D-08
  0.46000000D+02    0.15000000D-01    0.24428248D-08
  0.47000000D+02    0.15000000D-01    0.69994538D-09
  0.48000000D+02    0.15000000D-01    0.19911309D-09
  0.49000000D+02    0.15000000D-01    0.56263207D-10
  0.50000000D+02    0.15000000D-01    0.15799377D-10
  0.51000000D+02    0.15000000D-01    0.44109061D-11
  0.52000000D+02    0.15000000D-01    0.12247626D-11
  0.53000000D+02    0.15000000D-01    0.33834576D-12
  0.54000000D+02    0.15000000D-01    0.93022763D-13
  0.55000000D+02    0.15000000D-01    0.25460115D-13
  0.56000000D+02    0.15000000D-01    0.69388340D-14
  0.57000000D+02    0.15000000D-01    0.18835217D-14
  0.58000000D+02    0.15000000D-01    0.50933952D-15
  0.59000000D+02    0.15000000D-01    0.13724098D-15
  0.60000000D+02    0.15000000D-01    0.36853635D-16
  0.61000000D+02    0.15000000D-01    0.98644129D-17
  0.62000000D+02    0.15000000D-01    0.26322396D-17
  0.63000000D+02    0.15000000D-01    0.70033653D-18
  0.64000000D+02    0.15000000D-01    0.18581241D-18
  0.65000000D+02    0.15000000D-01    0.49168326D-19
  0.66000000D+02    0.15000000D-01    0.12977141D-19
  0.67000000D+02    0.15000000D-01    0.34180023D-20
  0.68000000D+02    0.15000000D-01    0.89338433D-21
  0.69000000D+02    0.15000000D-01    0.25130817D-21
