
 x   t=0.0   t=0.025   t=0.05   t=0.075   t=0.1   t=0.125   t=0.15

   0.000      0.0000      0.0000      0.0000      0.0000
   1.000      0.0000      0.0000      0.0000      0.0000
   2.000      0.0000      0.0000      0.0000      0.0000
   3.000      0.0000      0.0000      0.0000      0.0000
   4.000      0.0000      0.0000      0.0000      0.0000
   5.000      0.0000      0.0000      0.0000      0.0000
   6.000      2.0000      0.0000      0.0000      0.0000
   7.000      4.0000      0.0000      0.0000      0.0000
   8.000      6.0000      0.0000      0.0000      0.0000
   9.000      8.0000      0.0000      0.0000      0.0000
  10.000     10.0000      0.0000      0.0000      0.0000
  11.000     12.0000      2.0000      0.0000      0.0000
  12.000     14.0000      4.0000      0.0000      0.0000
  13.000     16.0000      6.0000      0.0000      0.0000
  14.000     18.0000      8.0000      0.0000      0.0000
  15.000     20.0000     10.0000      0.0000      0.0000
  16.000     18.0000     12.0000      2.0000      0.0000
  17.000     16.0000     14.0000      4.0000      0.0000
  18.000     14.0000     16.0000      6.0000      0.0000
  19.000     12.0000     18.0000      8.0000      0.0000
  20.000     10.0000     20.0000     10.0000      0.0000
  21.000      8.0000     18.0000     12.0000      2.0000
  22.000      6.0000     16.0000     14.0000      4.0000
  23.000      4.0000     14.0000     16.0000      6.0000
  24.000      2.0000     12.0000     18.0000      8.0000
  25.000      0.0000     10.0000     20.0000     10.0000
  26.000      0.0000      8.0000     18.0000     12.0000
  27.000      0.0000      6.0000     16.0000     14.0000
  28.000      0.0000      4.0000     14.0000     16.0000
  29.000      0.0000      2.0000     12.0000     18.0000
  30.000      0.0000      0.0000     10.0000     20.0000
  31.000      0.0000      0.0000      8.0000     18.0000
  32.000      0.0000      0.0000      6.0000     16.0000
  33.000      0.0000      0.0000      4.0000     14.0000
  34.000      0.0000      0.0000      2.0000     12.0000
  35.000      0.0000      0.0000      0.0000     10.0000
  36.000      0.0000      0.0000      0.0000      8.0000
  37.000      0.0000      0.0000      0.0000      6.0000
  38.000      0.0000      0.0000      0.0000      4.0000
  39.000      0.0000      0.0000      0.0000      2.0000
  40.000      0.0000      0.0000      0.0000      0.0000
  41.000      0.0000      0.0000      0.0000      0.0000
  42.000      0.0000      0.0000      0.0000      0.0000
  43.000      0.0000      0.0000      0.0000      0.0000
  44.000      0.0000      0.0000      0.0000      0.0000
  45.000      0.0000      0.0000      0.0000      0.0000
  46.000      0.0000      0.0000      0.0000      0.0000
  47.000      0.0000      0.0000      0.0000      0.0000
  48.000      0.0000      0.0000      0.0000      0.0000
  49.000      0.0000      0.0000      0.0000      0.0000
  50.000      0.0000      0.0000      0.0000      0.0000
  51.000      0.0000      0.0000      0.0000      0.0000
  52.000      0.0000      0.0000      0.0000      0.0000
  53.000      0.0000      0.0000      0.0000      0.0000
  54.000      0.0000      0.0000      0.0000      0.0000
  55.000      0.0000      0.0000      0.0000      0.0000
  56.000      0.0000      0.0000      0.0000      0.0000
  57.000      0.0000      0.0000      0.0000      0.0000
  58.000      0.0000      0.0000      0.0000      0.0000
  59.000      0.0000      0.0000      0.0000      0.0000
  60.000      0.0000      0.0000      0.0000      0.0000
  61.000      0.0000      0.0000      0.0000      0.0000
  62.000      0.0000      0.0000      0.0000      0.0000
  63.000      0.0000      0.0000      0.0000      0.0000
  64.000      0.0000      0.0000      0.0000      0.0000
  65.000      0.0000      0.0000      0.0000      0.0000
  66.000      0.0000      0.0000      0.0000      0.0000
  67.000      0.0000      0.0000      0.0000      0.0000
  68.000      0.0000      0.0000      0.0000      0.0000
  69.000      0.0000      0.0000      0.0000      0.0000
  70.000      0.0000      0.0000      0.0000      0.0000
