 title= "nonlinear solution"
 variables= "x", "t", "u" 
 zone F=point, I=          41 J=          13
  0.19000000D+02    0.12000000D+01    0.50000011D+01
  0.20000000D+02    0.12000000D+01    0.50001243D+01
  0.21000000D+02    0.12000000D+01    0.50408935D+01
  0.22000000D+02    0.12000000D+01    0.53248171D+01
  0.23000000D+02    0.12000000D+01    0.44759037D+01
  0.24000000D+02    0.12000000D+01    0.15826050D+00
  0.25000000D+02    0.12000000D+01    0.10114996D-06
  0.26000000D+02    0.12000000D+01    0.46817996D-30
  0.27000000D+02    0.12000000D+01    0.00000000D+00
  0.28000000D+02    0.12000000D+01    0.00000000D+00
  0.29000000D+02    0.12000000D+01    0.00000000D+00
  0.30000000D+02    0.12000000D+01    0.00000000D+00
  0.31000000D+02    0.12000000D+01    0.00000000D+00
  0.32000000D+02    0.12000000D+01    0.00000000D+00
  0.33000000D+02    0.12000000D+01    0.00000000D+00
  0.34000000D+02    0.12000000D+01    0.00000000D+00
  0.35000000D+02    0.12000000D+01    0.00000000D+00
  0.36000000D+02    0.12000000D+01    0.00000000D+00
  0.37000000D+02    0.12000000D+01    0.00000000D+00
  0.38000000D+02    0.12000000D+01    0.00000000D+00
  0.39000000D+02    0.12000000D+01    0.00000000D+00
  0.40000000D+02    0.12000000D+01    0.00000000D+00
  0.00000000D+00    0.14000000D+01    0.50000000D+01
  0.10000000D+01    0.14000000D+01    0.50000000D+01
  0.20000000D+01    0.14000000D+01    0.50000000D+01
  0.30000000D+01    0.14000000D+01    0.50000000D+01
  0.40000000D+01    0.14000000D+01    0.50000000D+01
  0.50000000D+01    0.14000000D+01    0.50000000D+01
  0.60000000D+01    0.14000000D+01    0.50000000D+01
  0.70000000D+01    0.14000000D+01    0.50000000D+01
  0.80000000D+01    0.14000000D+01    0.50000000D+01
  0.90000000D+01    0.14000000D+01    0.50000000D+01
  0.10000000D+02    0.14000000D+01    0.50000000D+01
  0.11000000D+02    0.14000000D+01    0.50000000D+01
  0.12000000D+02    0.14000000D+01    0.50000000D+01
  0.13000000D+02    0.14000000D+01    0.50000000D+01
  0.14000000D+02    0.14000000D+01    0.50000000D+01
  0.15000000D+02    0.14000000D+01    0.50000000D+01
  0.16000000D+02    0.14000000D+01    0.50000000D+01
  0.17000000D+02    0.14000000D+01    0.50000000D+01
  0.18000000D+02    0.14000000D+01    0.50000000D+01
  0.19000000D+02    0.14000000D+01    0.50000000D+01
  0.20000000D+02    0.14000000D+01    0.50000850D+01
  0.21000000D+02    0.14000000D+01    0.50052546D+01
  0.22000000D+02    0.14000000D+01    0.50334185D+01
  0.23000000D+02    0.14000000D+01    0.58364261D+01
  0.24000000D+02    0.14000000D+01    0.16235437D+01
  0.25000000D+02    0.14000000D+01    0.12722398D-02
  0.26000000D+02    0.14000000D+01    0.51156572D-15
  0.27000000D+02    0.14000000D+01    0.10959624D-61
  0.28000000D+02    0.14000000D+01    0.00000000D+00
  0.29000000D+02    0.14000000D+01    0.00000000D+00
  0.30000000D+02    0.14000000D+01    0.00000000D+00
  0.31000000D+02    0.14000000D+01    0.00000000D+00
  0.32000000D+02    0.14000000D+01    0.00000000D+00
  0.33000000D+02    0.14000000D+01    0.00000000D+00
  0.34000000D+02    0.14000000D+01    0.00000000D+00
  0.35000000D+02    0.14000000D+01    0.00000000D+00
  0.36000000D+02    0.14000000D+01    0.00000000D+00
  0.37000000D+02    0.14000000D+01    0.00000000D+00
  0.38000000D+02    0.14000000D+01    0.00000000D+00
  0.39000000D+02    0.14000000D+01    0.00000000D+00
  0.40000000D+02    0.14000000D+01    0.00000000D+00
  0.00000000D+00    0.16000000D+01    0.50000000D+01
  0.10000000D+01    0.16000000D+01    0.50000000D+01
  0.20000000D+01    0.16000000D+01    0.50000000D+01
  0.30000000D+01    0.16000000D+01    0.50000000D+01
  0.40000000D+01    0.16000000D+01    0.50000000D+01
  0.50000000D+01    0.16000000D+01    0.50000000D+01
  0.60000000D+01    0.16000000D+01    0.50000000D+01
  0.70000000D+01    0.16000000D+01    0.50000000D+01
  0.80000000D+01    0.16000000D+01    0.50000000D+01
  0.90000000D+01    0.16000000D+01    0.50000000D+01
  0.10000000D+02    0.16000000D+01    0.50000000D+01
  0.11000000D+02    0.16000000D+01    0.50000000D+01
  0.12000000D+02    0.16000000D+01    0.50000000D+01
  0.13000000D+02    0.16000000D+01    0.50000000D+01
  0.14000000D+02    0.16000000D+01    0.50000000D+01
  0.15000000D+02    0.16000000D+01    0.50000000D+01
  0.16000000D+02    0.16000000D+01    0.50000000D+01
  0.17000000D+02    0.16000000D+01    0.50000000D+01
  0.18000000D+02    0.16000000D+01    0.50000000D+01
  0.19000000D+02    0.16000000D+01    0.50000000D+01
  0.20000000D+02    0.16000000D+01    0.50000014D+01
  0.21000000D+02    0.16000000D+01    0.50001356D+01
  0.22000000D+02    0.16000000D+01    0.50430535D+01
  0.23000000D+02    0.16000000D+01    0.53247469D+01
  0.24000000D+02    0.16000000D+01    0.44775817D+01
  0.25000000D+02    0.16000000D+01    0.15448115D+00
  0.26000000D+02    0.16000000D+01    0.80940002D-07
  0.27000000D+02    0.16000000D+01    0.13084975D-31
  0.28000000D+02    0.16000000D+01    0.60056681-125
  0.29000000D+02    0.16000000D+01    0.00000000D+00
  0.30000000D+02    0.16000000D+01    0.00000000D+00
  0.31000000D+02    0.16000000D+01    0.00000000D+00
  0.32000000D+02    0.16000000D+01    0.00000000D+00
  0.33000000D+02    0.16000000D+01    0.00000000D+00
  0.34000000D+02    0.16000000D+01    0.00000000D+00
  0.35000000D+02    0.16000000D+01    0.00000000D+00
  0.36000000D+02    0.16000000D+01    0.00000000D+00
  0.37000000D+02    0.16000000D+01    0.00000000D+00
  0.38000000D+02    0.16000000D+01    0.00000000D+00
  0.39000000D+02    0.16000000D+01    0.00000000D+00
  0.40000000D+02    0.16000000D+01    0.00000000D+00
  0.00000000D+00    0.18000000D+01    0.50000000D+01
  0.10000000D+01    0.18000000D+01    0.50000000D+01
  0.20000000D+01    0.18000000D+01    0.50000000D+01
  0.30000000D+01    0.18000000D+01    0.50000000D+01
  0.40000000D+01    0.18000000D+01    0.50000000D+01
  0.50000000D+01    0.18000000D+01    0.50000000D+01
  0.60000000D+01    0.18000000D+01    0.50000000D+01
  0.70000000D+01    0.18000000D+01    0.50000000D+01
  0.80000000D+01    0.18000000D+01    0.50000000D+01
  0.90000000D+01    0.18000000D+01    0.50000000D+01
  0.10000000D+02    0.18000000D+01    0.50000000D+01
  0.11000000D+02    0.18000000D+01    0.50000000D+01
  0.12000000D+02    0.18000000D+01    0.50000000D+01
  0.13000000D+02    0.18000000D+01    0.50000000D+01
  0.14000000D+02    0.18000000D+01    0.50000000D+01
  0.15000000D+02    0.18000000D+01    0.50000000D+01
  0.16000000D+02    0.18000000D+01    0.50000000D+01
  0.17000000D+02    0.18000000D+01    0.50000000D+01
  0.18000000D+02    0.18000000D+01    0.50000000D+01
  0.19000000D+02    0.18000000D+01    0.50000000D+01
  0.20000000D+02    0.18000000D+01    0.50000000D+01
  0.21000000D+02    0.18000000D+01    0.50000945D+01
  0.22000000D+02    0.18000000D+01    0.50052280D+01
  0.23000000D+02    0.18000000D+01    0.50355295D+01
  0.24000000D+02    0.18000000D+01    0.58372547D+01
  0.25000000D+02    0.18000000D+01    0.16206820D+01
  0.26000000D+02    0.18000000D+01    0.12117352D-02
  0.27000000D+02    0.18000000D+01    0.32756420D-15
  0.28000000D+02    0.18000000D+01    0.85608282D-65
  0.29000000D+02    0.18000000D+01    0.18034025-251
  0.30000000D+02    0.18000000D+01    0.00000000D+00
  0.31000000D+02    0.18000000D+01    0.00000000D+00
  0.32000000D+02    0.18000000D+01    0.00000000D+00
  0.33000000D+02    0.18000000D+01    0.00000000D+00
  0.34000000D+02    0.18000000D+01    0.00000000D+00
  0.35000000D+02    0.18000000D+01    0.00000000D+00
  0.36000000D+02    0.18000000D+01    0.00000000D+00
  0.37000000D+02    0.18000000D+01    0.00000000D+00
  0.38000000D+02    0.18000000D+01    0.00000000D+00
  0.39000000D+02    0.18000000D+01    0.00000000D+00
  0.40000000D+02    0.18000000D+01    0.00000000D+00
  0.00000000D+00    0.20000000D+01    0.50000000D+01
  0.10000000D+01    0.20000000D+01    0.50000000D+01
  0.20000000D+01    0.20000000D+01    0.50000000D+01
  0.30000000D+01    0.20000000D+01    0.50000000D+01
  0.40000000D+01    0.20000000D+01    0.50000000D+01
  0.50000000D+01    0.20000000D+01    0.50000000D+01
  0.60000000D+01    0.20000000D+01    0.50000000D+01
  0.70000000D+01    0.20000000D+01    0.50000000D+01
  0.80000000D+01    0.20000000D+01    0.50000000D+01
  0.90000000D+01    0.20000000D+01    0.50000000D+01
  0.10000000D+02    0.20000000D+01    0.50000000D+01
  0.11000000D+02    0.20000000D+01    0.50000000D+01
  0.12000000D+02    0.20000000D+01    0.50000000D+01
  0.13000000D+02    0.20000000D+01    0.50000000D+01
  0.14000000D+02    0.20000000D+01    0.50000000D+01
  0.15000000D+02    0.20000000D+01    0.50000000D+01
  0.16000000D+02    0.20000000D+01    0.50000000D+01
  0.17000000D+02    0.20000000D+01    0.50000000D+01
  0.18000000D+02    0.20000000D+01    0.50000000D+01
  0.19000000D+02    0.20000000D+01    0.50000000D+01
  0.20000000D+02    0.20000000D+01    0.50000000D+01
  0.21000000D+02    0.20000000D+01    0.50000014D+01
  0.22000000D+02    0.20000000D+01    0.50001524D+01
  0.23000000D+02    0.20000000D+01    0.50430827D+01
  0.24000000D+02    0.20000000D+01    0.53272164D+01
  0.25000000D+02    0.20000000D+01    0.44757048D+01
  0.26000000D+02    0.20000000D+01    0.15384265D+00
  0.27000000D+02    0.20000000D+01    0.73424008D-07
  0.28000000D+02    0.20000000D+01    0.53649154D-32
  0.29000000D+02    0.20000000D+01    0.36643890-131
  0.30000000D+02    0.20000000D+01    0.00000000D+00
  0.31000000D+02    0.20000000D+01    0.00000000D+00
  0.32000000D+02    0.20000000D+01    0.00000000D+00
  0.33000000D+02    0.20000000D+01    0.00000000D+00
  0.34000000D+02    0.20000000D+01    0.00000000D+00
  0.35000000D+02    0.20000000D+01    0.00000000D+00
  0.36000000D+02    0.20000000D+01    0.00000000D+00
  0.37000000D+02    0.20000000D+01    0.00000000D+00
  0.38000000D+02    0.20000000D+01    0.00000000D+00
  0.39000000D+02    0.20000000D+01    0.00000000D+00
  0.40000000D+02    0.20000000D+01    0.00000000D+00
  0.00000000D+00    0.22000000D+01    0.50000000D+01
  0.10000000D+01    0.22000000D+01    0.50000000D+01
  0.20000000D+01    0.22000000D+01    0.50000000D+01
  0.30000000D+01    0.22000000D+01    0.50000000D+01
  0.40000000D+01    0.22000000D+01    0.50000000D+01
  0.50000000D+01    0.22000000D+01    0.50000000D+01
  0.60000000D+01    0.22000000D+01    0.50000000D+01
  0.70000000D+01    0.22000000D+01    0.50000000D+01
  0.80000000D+01    0.22000000D+01    0.50000000D+01
  0.90000000D+01    0.22000000D+01    0.50000000D+01
  0.10000000D+02    0.22000000D+01    0.50000000D+01
  0.11000000D+02    0.22000000D+01    0.50000000D+01
  0.12000000D+02    0.22000000D+01    0.50000000D+01
  0.13000000D+02    0.22000000D+01    0.50000000D+01
  0.14000000D+02    0.22000000D+01    0.50000000D+01
  0.15000000D+02    0.22000000D+01    0.50000000D+01
  0.16000000D+02    0.22000000D+01    0.50000000D+01
  0.17000000D+02    0.22000000D+01    0.50000000D+01
  0.18000000D+02    0.22000000D+01    0.50000000D+01
  0.19000000D+02    0.22000000D+01    0.50000000D+01
  0.20000000D+02    0.22000000D+01    0.50000000D+01
  0.21000000D+02    0.22000000D+01    0.50000000D+01
  0.22000000D+02    0.22000000D+01    0.50000946D+01
  0.23000000D+02    0.22000000D+01    0.50053291D+01
  0.24000000D+02    0.22000000D+01    0.50353311D+01
  0.25000000D+02    0.22000000D+01    0.58394767D+01
  0.26000000D+02    0.22000000D+01    0.16185673D+01
  0.27000000D+02    0.22000000D+01    0.12016569D-02
  0.28000000D+02    0.22000000D+01    0.26955425D-15
  0.29000000D+02    0.22000000D+01    0.14391159D-65
  0.30000000D+02    0.22000000D+01    0.67138735-264
  0.31000000D+02    0.22000000D+01    0.00000000D+00
  0.32000000D+02    0.22000000D+01    0.00000000D+00
  0.33000000D+02    0.22000000D+01    0.00000000D+00
  0.34000000D+02    0.22000000D+01    0.00000000D+00
  0.35000000D+02    0.22000000D+01    0.00000000D+00
  0.36000000D+02    0.22000000D+01    0.00000000D+00
  0.37000000D+02    0.22000000D+01    0.00000000D+00
  0.38000000D+02    0.22000000D+01    0.00000000D+00
  0.39000000D+02    0.22000000D+01    0.00000000D+00
  0.40000000D+02    0.22000000D+01    0.00000000D+00
  0.00000000D+00    0.24000000D+01    0.50000000D+01
  0.10000000D+01    0.24000000D+01    0.50000000D+01
  0.20000000D+01    0.24000000D+01    0.50000000D+01
  0.30000000D+01    0.24000000D+01    0.50000000D+01
