
 x   t=0.0   t=0.025   t=0.05   t=0.075   t=0.1   t=0.125   t=0.15

   0.000      0.0000      0.0000      0.0000      0.0000
   1.000      0.0000     -0.0283      0.0124     -0.0012
   2.000      0.0000      0.0426     -0.0058     -0.0108
   3.000      0.0000     -0.0196     -0.0437      0.0035
   4.000      0.0000     -0.0895      0.0007      0.0273
   5.000      0.0000      0.1132      0.0555      0.0037
   6.000      2.0000      0.1924     -0.0334     -0.0408
   7.000      4.0000     -0.1828     -0.1219     -0.0198
   8.000      6.0000     -0.5788     -0.0150      0.0557
   9.000      8.0000     -0.3600      0.2261      0.0440
  10.000     10.0000      0.6178      0.2438     -0.0983
  11.000     12.0000      2.2509     -0.1612     -0.1597
  12.000     14.0000      3.9651     -0.6009      0.0196
  13.000     16.0000      6.0500     -0.6576      0.2496
  14.000     18.0000      8.1810     -0.2724      0.2636
  15.000     20.0000      9.7740      0.7010      0.0278
  16.000     18.0000     11.6152      2.3986     -0.3684
  17.000     16.0000     14.3658      4.3756     -0.7849
  18.000     14.0000     17.1564      6.0611     -0.8834
  19.000     12.0000     18.7265      7.5602     -0.2498
  20.000     10.0000     18.7385      9.5394      1.1298
  21.000      8.0000     17.5724     12.2851      2.7505
  22.000      6.0000     15.9386     15.1923      4.1811
  23.000      4.0000     13.9580     17.4092      5.5838
  24.000      2.0000     11.9065     18.5094      7.4397
  25.000      0.0000     10.1126     18.4125      9.9504
  26.000      0.0000      8.1924     17.2861     12.8533
  27.000      0.0000      5.8171     15.6200     15.5973
  28.000      0.0000      3.4220     13.9080     17.5666
  29.000      0.0000      1.6357     12.2012     18.3531
  30.000      0.0000      0.6350     10.2214     18.0040
  31.000      0.0000      0.2014      7.8626     16.9504
  32.000      0.0000      0.0525      5.4052     15.6124
  33.000      0.0000      0.0113      3.2797     14.0908
  34.000      0.0000      0.0020      1.7513     12.2479
  35.000      0.0000      0.0003      0.8245     10.0111
  36.000      0.0000      0.0000      0.3435      7.5496
  37.000      0.0000      0.0000      0.1272      5.1960
  38.000      0.0000      0.0000      0.0421      3.2499
  39.000      0.0000      0.0000      0.0124      1.8467
  40.000      0.0000      0.0000      0.0033      0.9551
  41.000      0.0000      0.0000      0.0008      0.4509
  42.000      0.0000      0.0000      0.0002      0.1948
  43.000      0.0000      0.0000      0.0000      0.0773
  44.000      0.0000      0.0000      0.0000      0.0283
  45.000      0.0000      0.0000      0.0000      0.0095
  46.000      0.0000      0.0000      0.0000      0.0030
  47.000      0.0000      0.0000      0.0000      0.0009
  48.000      0.0000      0.0000      0.0000      0.0002
  49.000      0.0000      0.0000      0.0000      0.0001
  50.000      0.0000      0.0000      0.0000      0.0000
  51.000      0.0000      0.0000      0.0000      0.0000
  52.000      0.0000      0.0000      0.0000      0.0000
  53.000      0.0000      0.0000      0.0000      0.0000
  54.000      0.0000      0.0000      0.0000      0.0000
  55.000      0.0000      0.0000      0.0000      0.0000
  56.000      0.0000      0.0000      0.0000      0.0000
  57.000      0.0000      0.0000      0.0000      0.0000
  58.000      0.0000      0.0000      0.0000      0.0000
  59.000      0.0000      0.0000      0.0000      0.0000
  60.000      0.0000      0.0000      0.0000      0.0000
  61.000      0.0000      0.0000      0.0000      0.0000
  62.000      0.0000      0.0000      0.0000      0.0000
  63.000      0.0000      0.0000      0.0000      0.0000
  64.000      0.0000      0.0000      0.0000      0.0000
  65.000      0.0000      0.0000      0.0000      0.0000
  66.000      0.0000      0.0000      0.0000      0.0000
  67.000      0.0000      0.0000      0.0000      0.0000
  68.000      0.0000      0.0000      0.0000      0.0000
  69.000      0.0000      0.0000      0.0000      0.0000
  70.000      0.0000      0.0000      0.0000      0.0000
